NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
169,대구광역시 수성구 수성동2가,01-03,1,3,롬바드,전세,84.995,202506,3,"35,000",0,4,2011,들안로 325,202507~202707,신규,-,,,아파트
170,대구광역시 수성구 사월동,325,325,0,대구시지푸르지오,월세,104.0219,202506,3,"2,000",95,12,2006,달구벌대로661길 7,202507~202707,신규,-,,,아파트
171,대구광역시 수성구 만촌동,1489,1489,0,만촌자이르네,전세,84.9918,202506,3,"50,000",0,21,2023,교학로19길 19,202507~202707,갱신,사용,"48,000",0,아파트
172,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202506,3,"1,000",47,3,1995,고산로 123,202507~202707,신규,-,,,아파트
173,대구광역시 수성구 범어동,804-46,804,46,공작맨션,월세,65.42,202506,3,"1,000",35,9,1980,청솔로 132,202506~202706,신규,-,,,아파트
174,대구광역시 수성구 범어동,2291,2291,0,수성범어W,월세,84.9974,202506,3,"10,000",200,32,2023,달구벌대로 2436,202507~202707,신규,-,,,아파트
175,대구광역시 수성구 범어동,177-1,177,1,범어서한포레스트,월세,84.9877,202506,3,"2,000",150,33,2020,동대구로 346,202508~202601,신규,-,,,아파트
176,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,전세,84.92,202506,3,"24,000",0,17,1997,교학로11길 46,202507~202707,신규,-,,,아파트
177,대구광역시 수성구 신매동,100,100,0,시지3태왕하이츠,전세,85,202506,3,"20,000",0,7,2001,욱수천로 77,202508~202708,신규,-,,,아파트
178,대구광역시 수성구 수성동1가,269-1,269,1,수성서한이다음,전세,84.745,202506,2,"21,000",0,2,2005,수성로69길 15,202506~202706,신규,-,,,아파트
179,대구광역시 수성구 지산동,1273,1273,0,협화맨션,월세,84.76,202506,2,"2,000",85,4,1991,지범로22길 23,202507~202707,신규,-,,,아파트
180,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,134.96,202506,2,"20,000",0,11,1996,수성로 412,202509~202708,신규,-,,,아파트
181,대구광역시 수성구 만촌동,272,272,0,만촌화성파크스위트,월세,84.8923,202506,2,"2,000",65,4,2005,화랑로34길 141,202506~202705,신규,-,,,아파트
182,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,월세,84.791,202506,2,"1,000",130,20,2015,들안로78길 45,202506~202602,신규,-,,,아파트
183,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,84.98,202506,2,"20,000",0,2,1996,수성로 412,202509~202708,신규,-,,,아파트
184,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,월세,84.9397,202506,2,"4,000",130,24,2024,지산로3길 33,202509~202709,신규,-,,,아파트
185,대구광역시 수성구 중동,657,657,0,수성뷰웰리버파크,월세,75.7297,202506,2,"2,000",120,6,2023,수성로41길 41,202506~202706,신규,-,,,아파트
186,대구광역시 수성구 황금동,687-1,687,1,칸타빌황금아파트,전세,82.0091,202506,2,"20,000",0,12,2017,희망로 215,202506~202706,신규,-,,,아파트
187,대구광역시 수성구 범어동,2234,2234,0,범어에스케이뷰,월세,68.4526,202506,2,"3,000",140,17,2009,범어로 73,202507~202707,신규,-,,,아파트
188,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,84.98,202506,2,"20,000",0,2,1996,수성로 412,202509~202708,신규,-,,,아파트
189,대구광역시 수성구 시지동,486,486,0,노변청구,월세,59.99,202506,1,"1,000",55,5,1996,시지로 21,202506~202706,신규,-,,,아파트
190,대구광역시 수성구 신매동,569,569,0,시지대백신화창신맨션,전세,60,202506,1,"14,000",0,6,1994,고산로 90,202507~202707,신규,-,,,아파트
191,대구광역시 수성구 신매동,594-1,594,1,시지에덴타운,전세,134.9,202506,1,"21,000",0,6,1994,고산로12길 34,202507~202707,신규,-,,,아파트
192,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,월세,74.91,202506,1,"2,000",70,7,2003,동원로 100,202502~202702,신규,-,,,아파트
193,대구광역시 수성구 신매동,569,569,0,시지대백신화창신맨션,전세,60,202506,1,"14,000",0,6,1994,고산로 90,202507~202707,신규,-,,,아파트
194,대구광역시 수성구 범어동,2283,2283,0,쌍용더플래티넘범어,월세,84.539,202506,1,"10,000",120,20,2023,상록로 25,202507~202702,신규,-,,,아파트
195,대구광역시 수성구 범어동,2252,2252,0,범어라온프라이빗2차,전세,84.9728,202506,1,"46,000",0,8,2018,청호로 438,202506~202706,신규,-,,,아파트
196,대구광역시 수성구 파동,1000,1000,0,수성아이파크,월세,84.97,202506,1,"4,000",70,12,2016,파동로22길 15,202506~202705,신규,-,,,아파트
197,대구광역시 수성구 신매동,139-1,139,1,신화빌라트,전세,84.98,202505,31,"20,500",0,10,1996,달구벌대로650길 29,202507~202707,신규,-,,,아파트
198,대구광역시 수성구 범어동,2300,2300,0,범어아이파크1차아파트,전세,84.9111,202505,31,"50,000",0,4,2024,동대구로 230,202508~202708,신규,-,,,아파트
199,대구광역시 수성구 두산동,999,999,0,수성레이크푸르지오,월세,109.5844,202505,31,"6,000",250,47,2022,청수로24길 91,202506~202706,신규,-,,,아파트
200,대구광역시 수성구 만촌동,1040-1,1040,1,해링턴플레이스만촌,전세,84.1492,202505,31,"32,550",0,9,2023,청호로 490,202506~202706,갱신,사용,"31,000",0,아파트
201,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,84.92,202505,31,"2,000",95,9,1997,교학로11길 46,202505~202607,신규,-,,,아파트
202,대구광역시 수성구 황금동,891-1,891,1,힐스테이트황금역리저브1단지,월세,82.3725,202505,31,"3,000",160,32,2024,청수로 127,202506~202706,신규,-,,,아파트
203,대구광역시 수성구 수성동4가,1017-1,1017,1,수성태영데시앙,전세,114.266,202505,31,"40,000",0,20,2008,들안로 360,202506~202706,신규,-,,,아파트
204,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,월세,84.9218,202505,31,"10,000",250,2,2020,범어로18길 22,202506~202706,신규,-,,,아파트
205,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,전세,84.974,202505,31,"52,000",0,12,2019,교학로 65,202507~202707,신규,-,,,아파트
206,대구광역시 수성구 수성동1가,649-17,649,17,삼환,전세,66.38,202505,31,"15,000",0,6,1979,신천동로 288,202507~202707,신규,-,,,아파트
207,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,전세,84.97,202505,31,"33,000",0,3,2006,청수로 261,202508~202708,신규,-,,,아파트
208,대구광역시 수성구 수성동1가,613,613,0,신세계타운,월세,116.91,202505,31,"2,000",90,8,1989,신천동로 320,202508~202708,신규,-,,,아파트
209,대구광역시 수성구 사월동,500,500,0,시지대성유니드,전세,97.1859,202505,31,"19,000",0,4,2007,달구벌대로669길 80,202507~202707,신규,-,,,아파트
210,대구광역시 수성구 시지동,499,499,0,노변다숲,월세,38.94,202505,31,500,38,3,1996,노변공원로 34,202506~202706,갱신,사용,500,38,아파트
211,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,84.9978,202505,31,"30,000",0,7,2020,지범로48길 21,202508~202708,신규,-,,,아파트
212,대구광역시 수성구 범어동,2250,2250,0,범어효성해링턴플레이스,전세,59.994,202505,31,"36,000",0,11,2018,청호로 433,202508~202708,신규,-,,,아파트
213,대구광역시 수성구 만촌동,1481,1481,0,만촌역태왕아너스,전세,84.9422,202505,31,"28,350",0,11,2016,달구벌대로522길 17,202507~202707,갱신,사용,"27,000",0,아파트
214,대구광역시 수성구 중동,645,645,0,수성데시앙리버뷰,전세,84.9494,202505,31,"34,000",0,16,2022,희망로20길 10,202507~202711,신규,-,,,아파트
215,대구광역시 수성구 매호동,1324,1324,0,두레타운,월세,39.9,202505,31,500,33,15,1995,천을로 131,202506~202706,신규,-,,,아파트
216,대구광역시 수성구 범어동,305-3,305,3,서한두레,월세,84.925,202505,31,"3,000",100,10,1993,달구벌대로496길 72,202507~202707,신규,-,,,아파트
217,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,월세,84.98,202505,31,"2,000",100,16,1996,수성로 412,202506~202606,신규,-,,,아파트
218,대구광역시 수성구 범어동,63-100,63,100,효성백년가약궁,전세,139.898,202505,31,"57,000",0,12,2006,청호로 466,202508~202708,신규,-,,,아파트
219,대구광역시 수성구 수성동1가,890,890,0,더샵수성오클레어,월세,84.9619,202505,31,"3,000",120,6,2023,희망로19길 29,202507~202707,신규,-,,,아파트
220,대구광역시 수성구 범어동,2148,2148,0,범어화성파크드림,전세,84.9742,202505,31,"28,000",0,7,2006,범어천로 180,202506~202706,신규,-,,,아파트
221,대구광역시 수성구 범어동,산103,103,0,장원맨션,전세,121.34,202505,31,"41,000",0,4,1988,청호로 370,202507~202707,신규,-,,,아파트
222,대구광역시 수성구 범어동,산103,103,0,장원맨션,전세,121.34,202505,31,"41,000",0,4,1988,청호로 370,202507~202707,신규,-,,,아파트
223,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,전세,84.9258,202505,31,"38,000",0,14,2018,청수로 274,202508~202708,신규,-,,,아파트
224,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,전세,111.0113,202505,30,"49,000",0,26,2010,동대구로 95,202506~202706,신규,-,,,아파트
225,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,월세,84.97,202505,30,"2,000",88,1,2006,청수로 213,202507~202707,신규,-,,,아파트
226,대구광역시 수성구 수성동1가,96-14,96,14,오성우방,전세,59.985,202505,30,"16,000",0,8,1993,신천동로 380,202507~202707,신규,-,,,아파트
227,대구광역시 수성구 범어동,산103,103,0,장원맨션,전세,121.34,202505,30,"42,000",0,10,1988,청호로 370,202507~202707,신규,-,,,아파트
228,대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,월세,60,202505,30,"1,000",70,4,1996,수성로 411,202505~202705,신규,-,,,아파트
229,대구광역시 수성구 범물동,1269,1269,0,범물보성2차,월세,84.99,202505,30,"2,000",75,9,1992,용학로 316,202507~202707,신규,-,,,아파트
230,대구광역시 수성구 시지동,486,486,0,노변청구,월세,59.99,202505,30,"1,000",65,2,1996,시지로 21,202506~202706,신규,-,,,아파트
231,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,전세,75.9022,202505,30,"30,000",0,18,2024,지산로3길 33,202506~202706,갱신,-,"27,000",0,아파트
232,대구광역시 수성구 지산동,1269-1,1269,1,서한청산맨션,월세,84.9,202505,30,"9,000",25,2,1991,지범로21길 15,202506~202706,신규,-,,,아파트
233,대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,전세,84.85,202505,30,"18,000",0,12,1992,용학로 272,202507~202707,신규,-,,,아파트
234,대구광역시 수성구 만촌동,1479,1479,0,만촌3차화성파크드림,월세,84.9882,202505,30,"25,000",70,2,2016,교학로 13,202508~202708,신규,-,,,아파트
235,대구광역시 수성구 사월동,510-2,510,2,태왕리더스,전세,84.93,202505,30,"20,000",0,1,2004,달구벌대로669길 70,202505~202705,갱신,-,"26,000",0,아파트
236,대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,전세,98.17,202505,30,"31,000",0,6,2018,달구벌대로669길 20-20,202507~202707,신규,-,,,아파트
237,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,전세,110.9656,202505,30,"55,000",0,7,2010,동대구로 95,202505~202705,신규,-,,,아파트
238,대구광역시 수성구 수성동1가,272-11,272,11,우방한가람타운,전세,84.99,202505,30,"20,000",0,14,1995,명덕로 368,202512~202711,신규,-,,,아파트
239,대구광역시 수성구 수성동1가,96-14,96,14,오성우방,전세,59.985,202505,30,"16,000",0,8,1993,신천동로 380,202507~202707,신규,-,,,아파트
240,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,전세,84.9218,202505,30,"57,750",0,3,2020,범어로18길 22,202506~202706,갱신,사용,"55,000",0,아파트
241,대구광역시 수성구 지산동,1200,1200,0,목련,월세,42.66,202505,29,500,25,5,1986,용학로42길 13,202506~202706,신규,-,,,아파트
242,대구광역시 수성구 만촌동,272,272,0,만촌화성파크스위트,월세,84.8923,202505,29,"2,000",70,13,2005,화랑로34길 141,202506~202606,신규,-,,,아파트
243,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,72.9621,202505,29,"34,600",0,25,2021,청솔로14길 15,202506~202706,갱신,사용,"33,000",0,아파트
244,대구광역시 수성구 노변동,353,353,0,수성월드메르디앙,전세,84.8075,202505,29,"28,000",0,19,2007,노변로 55,202507~202707,갱신,-,"28,000",0,아파트
245,대구광역시 수성구 수성동1가,890,890,0,더샵수성오클레어,월세,84.9497,202505,29,"5,000",122,7,2023,희망로19길 29,202507~202807,신규,-,,,아파트
246,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,전세,84.9746,202505,29,"35,000",0,5,2015,수성로69길 41,-,-,-,,,아파트
247,대구광역시 수성구 지산동,1200,1200,0,목련,전세,49.23,202505,29,"9,000",0,2,1986,용학로42길 13,202506~202706,신규,-,,,아파트
248,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,72.9621,202505,29,"34,600",0,25,2021,청솔로14길 15,202507~202707,갱신,사용,"33,000",0,아파트
249,대구광역시 수성구 범물동,697-1,697,1,보성송정타운,월세,59.96,202505,29,"1,000",50,15,1995,지범로46길 43,202507~202707,신규,-,,,아파트
250,대구광역시 수성구 시지동,70,70,0,제림은탑맨션,월세,59.97,202505,29,"10,000",10,5,1994,천을로 49,202506~202706,신규,-,,,아파트
251,대구광역시 수성구 욱수동,130,130,0,시지5태왕하이츠,전세,80.8508,202505,29,"22,000",0,4,2004,욱수천로 7,202508~202707,신규,-,,,아파트
252,대구광역시 수성구 수성동4가,1090-7,1090,7,우방사랑마을,월세,34.44,202505,29,500,50,2,1996,달구벌대로 2317,202506~202706,신규,-,,,아파트
253,대구광역시 수성구 욱수동,246,246,0,보국시지웰리치,전세,128.637,202505,29,"42,000",0,12,2008,욱수천로 55,202508~202708,신규,-,,,아파트
254,대구광역시 수성구 수성동1가,613,613,0,신세계타운,전세,134.79,202505,29,"23,000",0,12,1989,신천동로 320,202507~202707,신규,-,,,아파트
255,대구광역시 수성구 욱수동,246,246,0,보국시지웰리치,전세,128.637,202505,29,"42,000",0,12,2008,욱수천로 55,202508~202708,신규,-,,,아파트
256,대구광역시 수성구 욱수동,246,246,0,보국시지웰리치,전세,128.637,202505,29,"42,000",0,12,2008,욱수천로 55,202508~202708,신규,-,,,아파트
257,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,월세,50.45,202505,29,"1,000",75,12,2006,청수로 213,202508~202808,신규,-,,,아파트
258,대구광역시 수성구 수성동4가,1090-1,1090,1,수성우방팔레스,전세,83.2696,202505,29,"25,000",0,10,2002,수성로 400,202508~202708,신규,-,,,아파트
259,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,전세,84.9746,202505,29,"35,000",0,5,2015,수성로69길 41,202508~202708,신규,-,,,아파트
260,대구광역시 수성구 범어동,2283,2283,0,쌍용더플래티넘범어,월세,84.539,202505,29,"5,000",155,22,2023,상록로 25,202507~202707,신규,-,,,아파트
261,대구광역시 수성구 범물동,630,630,0,현대청림,전세,33.6,202505,29,"8,000",0,12,1999,지범로54길 15,202506~202706,갱신,-,500,40,아파트
262,대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,월세,84.85,202505,29,"1,000",80,4,1992,용학로 272,202505~202705,갱신,사용,"1,000",80,아파트
263,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,전세,84.9746,202505,28,"40,000",0,11,2015,수성로69길 70,202508~202708,신규,-,,,아파트
264,대구광역시 수성구 범어동,238-46,238,46,우방범어타운3,월세,84.955,202505,28,"2,000",70,5,1984,달구벌대로492길 12,202506~202706,신규,-,,,아파트
265,대구광역시 수성구 범어동,380,380,0,범어롯데캐슬,전세,84.89,202505,28,"45,000",0,17,2009,동대구로 300,202508~202708,신규,-,,,아파트
266,대구광역시 수성구 만촌동,272,272,0,만촌화성파크스위트,전세,84.8923,202505,28,"18,000",0,14,2005,화랑로34길 141,202502~202702,갱신,-,"18,000",0,아파트
