NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
42,대구광역시 수성구 범어동,2250,2250,0,범어효성해링턴플레이스,59.994,202406,15,"68,000",-,5,개인,개인,2018,청호로 433,20240801,중개거래,대구 수성구,-
43,대구광역시 수성구 범어동,2236,2236,0,범어풀비체,84.9019,202406,15,"84,500",101,6,개인,개인,2013,범어로 61,-,중개거래,대구 수성구,24.07.30
44,대구광역시 수성구 만촌동,1356-3,1356,3,메트로팔레스1,84.93,202406,15,"38,500",105,12,개인,개인,2003,동원로 135,-,중개거래,대구 수성구,24.08.09
45,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,84.5905,202406,15,"75,000",-,27,개인,개인,2018,청수로 274,20240821,중개거래,대구 수성구,-
46,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,84.5905,202406,15,"75,000",104,27,개인,개인,2018,청수로 274,-,중개거래,대구 수성구,24.09.11
47,대구광역시 수성구 범어동,2277,2277,0,힐스테이트범어센트럴,84.96,202406,15,"72,000",103동,29,개인,개인,2022,상록로 80,-,직거래,-,24.08.01
48,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,59.73,202406,15,"34,000",102,16,개인,개인,1997,교학로11길 46,-,중개거래,대구 수성구,24.07.12
49,대구광역시 수성구 범물동,697-1,697,1,보성송정타운,59.96,202406,15,"17,000",102,19,개인,개인,1995,지범로46길 43,-,중개거래,대구 수성구,24.07.25
50,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,84.97,202406,15,"51,800",1114,7,개인,개인,2006,청수로 213,-,중개거래,대구 수성구,24.10.17
51,대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,84.8336,202406,15,"68,000",101,26,개인,개인,2013,동대구로 376,-,중개거래,대구 수성구,24.08.26
52,대구광역시 수성구 범어동,2250,2250,0,범어효성해링턴플레이스,59.994,202406,15,"68,000",101동,5,개인,개인,2018,청호로 433,-,중개거래,대구 수성구,24.08.19
53,대구광역시 수성구 범물동,1332,1332,0,"범물에덴,신화아파트",84.94,202406,15,"24,700",102,14,개인,개인,1992,지범로40길 6,-,중개거래,"경북 경산시, 대구 수성구",24.07.26
54,대구광역시 수성구 매호동,997-2,997,2,시지서한타운2,134.97,202406,15,"28,800",101,8,개인,개인,1996,천을로31길 8,-,중개거래,"경북 경산시, 대구 수성구",24.09.27
55,대구광역시 수성구 수성동4가,1005,1005,0,범어삼환나우빌,84.9929,202406,15,"58,200",102,18,개인,개인,2007,범어천로 197,-,중개거래,대구 수성구,24.07.24
56,대구광역시 수성구 파동,1000,1000,0,수성아이파크,76.91,202406,15,"32,500",104동,8,개인,개인,2016,파동로22길 15,-,중개거래,대구 수성구,24.09.13
57,대구광역시 수성구 범어동,Jul-77,77,7,범어삼성쉐르빌,84.9356,202406,15,"77,500",102,1,개인,개인,2010,청호로 426,-,중개거래,대구 수성구,24.08.29
58,대구광역시 수성구 지산동,359-1,359,1,동서무학,84.92,202406,14,"21,300",-,8,개인,개인,1994,지산로14길 83,20240617,중개거래,대구 수성구,-
59,대구광역시 수성구 지산동,359-1,359,1,동서무학,84.92,202406,14,"21,300",-,8,개인,개인,1994,지산로14길 83,20240617,중개거래,대구 수성구,-
60,대구광역시 수성구 범물동,1372,1372,0,청아타운,84.995,202406,14,"25,000",101,9,개인,개인,1992,범안로 40,-,중개거래,대구 수성구,24.09.30
61,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,75.9909,202406,14,"77,000",107,20,개인,개인,2019,교학로 65,-,중개거래,대구 수성구,24.09.30
62,대구광역시 수성구 파동,581-28,581,28,송원맨션,84.99,202406,14,"23,000",3,7,개인,개인,1989,파동로 223,-,중개거래,대구 수성구,24.08.14
63,대구광역시 수성구 사월동,325,325,0,대구시지푸르지오,84.9778,202406,14,"36,000",102,14,개인,개인,2006,달구벌대로661길 7,-,직거래,-,24.06.25
64,대구광역시 수성구 지산동,359-1,359,1,동서무학,84.92,202406,14,"21,300",101,8,개인,개인,1994,지산로14길 83,-,중개거래,대구 수성구,24.08.16
65,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,41.85,202406,14,"10,000",102,10,개인,개인,1992,용학로 336,-,중개거래,대구 수성구,24.07.15
66,대구광역시 수성구 파동,53,53,0,수성못코오롱하늘채,59.9161,202406,14,"28,300",109,5,개인,개인,2013,파동로 222,-,중개거래,대구 수성구,24.07.10
67,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,84.9971,202406,14,"59,000",105동,16,개인,개인,2020,희망로24길 24,-,중개거래,대구 수성구,24.08.09
68,대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,84.9562,202406,14,"45,000",105,12,개인,개인,2004,무열로 47,-,중개거래,대구 수성구,24.07.25
69,대구광역시 수성구 범어동,Jan-35,35,1,범어역우방유쉘,120.0349,202406,14,"90,000",범어역 우방유쉘,36,개인,개인,2009,동대구로 345,-,중개거래,대구 수성구,24.08.30
70,대구광역시 수성구 중동,655,655,0,수성센트럴화성파크드림,84.833,202406,14,"58,000",101동,17,개인,법인,2023,수성로 180,-,중개거래,대구 수성구,24.09.03
71,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,74.91,202406,14,"35,800",505,13,개인,개인,2003,동원로 100,-,중개거래,대구 수성구,24.10.30
72,대구광역시 수성구 신매동,580,580,0,시지청솔타운,54.99,202406,14,"14,200",218,9,개인,개인,1995,고산로 70,-,중개거래,대구 수성구,24.08.13
73,대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,202406,14,"10,500",111,11,개인,개인,1995,천을로 131,-,중개거래,"경북 경산시, 대구 수성구",24.09.10
74,대구광역시 수성구 신매동,230,230,0,신매아이프라임,84.9914,202406,14,"45,800",104,12,개인,개인,2008,달구벌대로649길 14,-,중개거래,대구 수성구,24.07.05
75,대구광역시 수성구 파동,486-1,486,1,화성파크뷰,84.9848,202406,13,"26,300",105,19,개인,개인,2004,파동로 19,-,중개거래,대구 수성구,24.08.13
76,대구광역시 수성구 수성동3가,57,57,0,수성3가롯데캐슬,136.2176,202406,13,"104,500",103,3,개인,개인,2008,명덕로 455,-,중개거래,대구 수성구,24.07.05
77,대구광역시 수성구 만촌동,861-8,861,8,만촌화성파크드림2,84.3194,202406,13,"56,000",만촌화성파크드림2,13,개인,개인,2006,달구벌대로 2690,-,중개거래,대구 수성구,24.07.01
78,대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,202406,13,"9,500",113,13,개인,개인,1995,천을로 131,-,중개거래,대구 동구,24.08.28
79,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.974,202406,13,"56,800",106동,24,개인,개인,2021,수성로 185,-,중개거래,대구 수성구,24.08.12
80,대구광역시 수성구 시지동,486,486,0,노변청구,59.99,202406,13,"25,600",105,3,개인,개인,1996,시지로 21,-,중개거래,대구 수성구,24.08.20
81,대구광역시 수성구 신매동,610,610,0,시지라온프라이빗,84.9845,202406,13,"61,000",105동,12,개인,법인,2023,달구벌대로656길 32,-,중개거래,"경북 경산시, 대구 수성구",24.12.20
82,대구광역시 수성구 매호동,750,750,0,매호효성백년가약,84.9726,202406,13,"32,000",103,11,개인,개인,2006,천을로23길 31,-,중개거래,대구 수성구,24.09.02
83,대구광역시 수성구 수성동2가,01-03,1,3,롬바드,84.995,202406,12,"64,000",101,8,개인,개인,2011,들안로 325,-,중개거래,대구 수성구,24.08.13
84,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9652,202406,12,"77,000",109,10,개인,개인,2022,청솔로 16,-,중개거래,대구 수성구,24.08.09
85,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,84.93,202406,12,"41,000",508,12,개인,개인,2003,동원로 100,-,중개거래,대구 수성구,24.08.26
86,대구광역시 수성구 두산동,105,105,0,대우트럼프월드수성,84.7,202406,12,"63,000",D,28,개인,개인,2007,동대구로 59,-,중개거래,대구 수성구,24.08.23
87,대구광역시 수성구 범물동,887,887,0,두성,84.97,202406,12,"18,200",101,7,개인,개인,1996,지범로 300,-,중개거래,대구 수성구,24.07.10
88,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9652,202406,12,"77,000",-,10,개인,개인,2022,청솔로 16,20240712,중개거래,대구 수성구,-
89,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,112.1072,202406,12,"78,000",104동,12,개인,개인,2021,수성로 185,-,중개거래,대구 수성구,24.08.22
90,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9652,202406,12,"77,000",-,10,개인,개인,2022,청솔로 16,20240711,중개거래,대구 수성구,-
91,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,84.9746,202406,12,"68,500",102,13,개인,개인,2015,수성로69길 70,-,중개거래,대구 수성구,24.09.13
92,대구광역시 수성구 범어동,2253,2253,0,빌리브범어,84.9692,202406,12,"124,500",102동,14,개인,개인,2019,청호로 418,-,중개거래,대구 수성구,24.07.12
93,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,71.1875,202406,12,"78,500",102동,3,개인,개인,2021,청솔로14길 15,-,중개거래,대구 수성구,24.11.20
94,대구광역시 수성구 만촌동,1479,1479,0,만촌3차화성파크드림,84.9882,202406,12,"89,900",301동,20,개인,개인,2016,교학로 13,-,중개거래,"대구 동구, 대구 수성구",24.08.19
95,대구광역시 수성구 시지동,486,486,0,노변청구,59.99,202406,12,"24,500",101,4,개인,개인,1996,시지로 21,-,중개거래,대구 수성구,24.07.15
96,대구광역시 수성구 범어동,2253,2253,0,빌리브범어,84.9931,202406,12,"120,000",105동,7,개인,개인,2019,청호로 418,-,중개거래,대구 수성구,24.08.30
97,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,59.88,202406,12,"18,200",209,11,개인,개인,1994,신매로 91,-,중개거래,대구 수성구,24.07.04
98,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,84.9967,202406,12,"57,000",112,5,개인,개인,2009,수성로 71,-,중개거래,대구 수성구,24.09.02
99,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,134.98,202406,11,"64,700",303,2,개인,개인,2003,동원로 110,-,중개거래,대구 수성구,24.08.08
100,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.955,202406,11,"95,000",103동,35,개인,개인,2019,상록로 15,-,중개거래,대구 수성구,24.06.28
101,대구광역시 수성구 시지동,28,28,0,시지태왕아너스,84.8819,202406,11,"39,500",101,14,개인,개인,2007,천을로 91,-,중개거래,대구 수성구,24.08.01
102,대구광역시 수성구 파동,486-1,486,1,화성파크뷰,84.9848,202406,11,"24,000",102,6,개인,개인,2004,파동로 19,-,중개거래,대구 달성군,24.09.10
103,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,84.974,202406,11,"96,000",105,19,개인,개인,2019,교학로 65,-,중개거래,대구 수성구,24.09.03
104,대구광역시 수성구 파동,53,53,0,수성못코오롱하늘채,84.952,202406,11,"39,000",105,10,개인,개인,2013,파동로 222,-,중개거래,대구 수성구,24.08.12
105,대구광역시 수성구 지산동,1275,1275,0,지산한라타운,59.85,202406,11,"21,300",103,8,개인,개인,1991,지범로22길 9,-,중개거래,대구 수성구,24.08.12
106,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,134.9125,202406,11,"86,000",111,15,개인,개인,2009,수성로 71,-,중개거래,대구 수성구,24.12.12
107,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202406,11,"48,500",-,7,개인,개인,2006,청수로 214,20240809,중개거래,대구 수성구,-
108,대구광역시 수성구 중동,556,556,0,수성푸르지오리버센트,84.9976,202406,11,"68,000",105동,4,개인,개인,2024,수성로35길 50,-,중개거래,대구 수성구,24.07.16
109,대구광역시 수성구 사월동,645,645,0,시지한신휴플러스,84.7139,202406,11,"36,500",106,12,개인,개인,2013,달구벌대로669길 50,-,중개거래,대구 수성구,24.08.13
110,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,84.9094,202406,11,"69,000",107,7,개인,개인,2018,청수로 274,-,중개거래,대구 수성구,24.08.12
111,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202406,11,"48,500",1511,7,개인,개인,2006,청수로 214,-,중개거래,대구 수성구,24.08.09
112,대구광역시 수성구 파동,1000,1000,0,수성아이파크,69.97,202406,10,"30,500",101동,14,개인,개인,2016,파동로22길 15,-,중개거래,대구 수성구,24.08.23
113,대구광역시 수성구 범어동,2291,2291,0,수성범어W,84.9974,202406,10,"82,000",103동,20,개인,개인,2023,달구벌대로 2436,-,직거래,-,24.06.26
114,대구광역시 수성구 파동,53,53,0,수성못코오롱하늘채,59.9161,202406,10,"28,500",107,7,개인,개인,2013,파동로 222,-,중개거래,대구 수성구,24.08.06
115,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,84.9746,202406,10,"71,500",101,7,개인,개인,2015,수성로69길 70,-,중개거래,"대구 달성군, 대구 수성구",24.08.30
116,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,143.7941,202406,10,"184,500",109,32,개인,개인,2009,달구벌대로 2435,-,중개거래,대구 수성구,24.08.29
117,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,84.93,202406,10,"47,200",309,17,개인,개인,2003,동원로 110,-,중개거래,대구 수성구,24.07.29
118,대구광역시 수성구 범어동,906-1,906,1,유림노르웨이숲,130.6444,202406,10,"120,000",107,6,개인,개인,2006,동대구로50길 37,-,중개거래,대구 수성구,24.11.08
119,대구광역시 수성구 상동,72,72,0,정화우방팔레스,84.9869,202406,10,"38,500",106,6,개인,개인,2003,수성로 135,-,중개거래,대구 수성구,24.07.26
120,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,84.9746,202406,10,"68,500",-,18,개인,개인,2015,수성로69길 70,20240722,중개거래,대구 수성구,-
121,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9652,202406,10,"72,200",102,10,개인,개인,2022,청솔로 16,-,중개거래,대구 수성구,24.06.28
122,대구광역시 수성구 매호동,1331,1331,0,하나타운,45.69,202406,10,"14,200",107,2,개인,개인,1995,고산로 123,-,중개거래,대구 수성구,24.08.28
123,대구광역시 수성구 수성동4가,1115-16,1115,16,대림이편한세상,124.598,202406,10,"62,000",101,15,개인,개인,2005,들안로73길 50-7,-,중개거래,대구 수성구,24.09.30
124,대구광역시 수성구 범어동,177-3,177,3,마크팰리스범어,42.6363,202406,10,"14,500",주건축물제1동,16,개인,개인,2017,동대구로 336,-,중개거래,대구 수성구,24.06.18
125,대구광역시 수성구 수성동4가,1017-1,1017,1,수성태영데시앙,84.4804,202406,10,"59,000",105,29,개인,개인,2008,들안로 360,-,중개거래,대구 수성구,24.06.11
126,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,154.3168,202406,10,"135,000",105,32,개인,개인,2010,동대구로 95,-,중개거래,대구 수성구,24.08.14
127,대구광역시 수성구 수성동3가,289,289,0,수성코오롱하늘채,149.8084,202406,10,"135,000",105,28,개인,개인,2009,들안로 300,-,중개거래,대구 수성구,24.09.25
128,대구광역시 수성구 파동,53,53,0,수성못코오롱하늘채,59.9161,202406,10,"28,000",107,9,개인,개인,2013,파동로 222,-,중개거래,대구 수성구,24.08.16
129,대구광역시 수성구 파동,27-17,27,17,수성더팰리스푸르지오더샵,59.776,202406,10,"37,000",-,12,개인,개인,2023,파동로 188,-,중개거래,대구 수성구,-
130,대구광역시 수성구 황금동,60,60,0,우방2,76.44,202406,10,"65,000",205,3,개인,개인,1986,청호로 330,-,중개거래,대구 수성구,24.09.03
131,대구광역시 수성구 파동,296,296,0,청구하이츠,59.99,202406,10,"16,000",102,9,개인,개인,1997,파동로12길 40,-,중개거래,대구 수성구,24.07.10
132,대구광역시 수성구 지산동,1234-1,1234,1,지산2단지,59.56,202406,10,"17,500",203,11,개인,개인,1991,지산로 5,-,직거래,-,24.06.20
133,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.993,202406,9,"103,000",105동,40,개인,개인,2019,상록로 15,-,중개거래,대구 수성구,24.10.15
134,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.993,202406,9,"103,000",-,40,개인,개인,2019,상록로 15,20240830,중개거래,대구 수성구,-
135,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,116.82,202406,9,"59,900",1107,3,개인,개인,2006,청수로 213,-,중개거래,대구 수성구,24.07.26
136,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.993,202406,9,"103,000",-,40,개인,개인,2019,상록로 15,20240826,중개거래,대구 수성구,-
137,대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,84.8336,202406,9,"64,000",101,9,개인,개인,2013,동대구로 376,-,중개거래,"대구 수성구, 대구 중구",24.06.27
138,대구광역시 수성구 범어동,2253,2253,0,빌리브범어,84.9931,202406,9,"123,000",103동,14,개인,개인,2019,청호로 418,-,중개거래,대구 수성구,24.12.18
139,대구광역시 수성구 범어동,Jun-88,88,6,범어청구하이츠,84.96,202406,9,"57,500",103,1,개인,개인,2000,청호로84안길 2,-,중개거래,대구 수성구,24.09.30
140,대구광역시 수성구 만촌동,1046-10,1046,10,수성2차e-편한세상,84.6558,202406,9,"79,300",103,9,개인,개인,2007,달구벌대로522길 33,-,중개거래,대구 수성구,24.08.26
141,대구광역시 수성구 지산동,1288,1288,0,지산타운,53.78,202406,8,"17,300",303,8,개인,개인,1991,용학로 303,-,중개거래,대구 수성구,24.08.30
142,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,84.93,202406,8,"41,500",503,5,개인,개인,2003,동원로 100,-,중개거래,대구 수성구,24.07.12
143,대구광역시 수성구 노변동,353,353,0,수성월드메르디앙,84.8075,202406,8,"40,500",106,4,개인,개인,2007,노변로 55,-,중개거래,대구 수성구,24.08.13
144,대구광역시 수성구 시지동,41,41,0,시지월드메르디앙,84.9996,202406,8,"50,000",102,20,개인,개인,2009,천을로 70,-,직거래,-,24.06.24
145,대구광역시 수성구 수성동3가,289,289,0,수성코오롱하늘채,127.0598,202406,8,"113,000",106,19,개인,개인,2009,들안로 300,-,중개거래,대구 수성구,24.07.16
146,대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,92.9515,202406,8,"73,000",103,33,개인,개인,2013,동대구로 376,-,중개거래,대구 수성구,24.07.25
147,대구광역시 수성구 신매동,580,580,0,시지청솔타운,57.39,202406,8,"15,800",219,2,개인,개인,1995,고산로 70,-,중개거래,대구 수성구,24.06.18
148,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,59.98,202406,8,"40,000",1116,16,개인,개인,2006,청수로 213,-,중개거래,대구 수성구,24.07.25
149,대구광역시 수성구 욱수동,185-1,185,1,태왕4하이츠,79.8548,202406,8,"27,000",101,9,개인,개인,2004,욱수천로 27,-,중개거래,대구 수성구,24.08.30
150,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,75.9909,202406,8,"77,500",107,8,개인,개인,2019,교학로 65,-,중개거래,"경남 창원시 마산회원구, 경북 경산시",24.11.25
151,대구광역시 수성구 신매동,139-1,139,1,신화빌라트,84.98,202406,8,"28,000",103,9,개인,개인,1996,달구벌대로650길 29,-,중개거래,대구 남구,24.08.26
152,대구광역시 수성구 파동,1000,1000,0,수성아이파크,59.98,202406,8,"25,200",106동,2,개인,개인,2016,파동로22길 15,-,중개거래,대구 수성구,24.08.30
153,대구광역시 수성구 범어동,2030,2030,0,래미안수성,134.568,202406,8,"80,000",104,12,개인,개인,2008,상록로 69,-,중개거래,대구 수성구,24.08.30
154,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,71.1875,202406,8,"77,500",103동,3,개인,개인,2021,청솔로14길 15,-,중개거래,대구 수성구,24.09.27
155,대구광역시 수성구 수성동3가,57,57,0,수성3가롯데캐슬,136.2176,202406,8,"108,000",103,4,개인,개인,2008,명덕로 455,-,중개거래,대구 수성구,24.07.15
156,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,84.97,202406,8,"49,800",1115,7,개인,개인,2006,청수로 213,-,중개거래,대구 수성구,24.08.20
