NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
57,대구광역시 수성구 매호동,1331,1331,0,하나타운,45.69,202506,9,"15,000",102,14,개인,개인,1995,고산로 123,-,직거래,-,25.06.09
58,대구광역시 수성구 범어동,88,88,0,우방청솔맨션,59.94,202506,9,"38,400",-,20,개인,개인,1994,청호로 422,-,중개거래,대구 수성구,-
59,대구광역시 수성구 사월동,642,642,0,시지동화아이위시,84.8882,202506,9,"38,000",-,18,개인,개인,2013,달구벌대로669길 20,-,중개거래,"경북 경산시, 대구 수성구",-
60,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,107.9,202506,9,"42,500",-,1,개인,개인,2003,동원로 123,20250609,중개거래,대구 수성구,-
61,대구광역시 수성구 지산동,1200,1200,0,목련,49.23,202506,9,"16,000",-,4,개인,개인,1986,용학로42길 13,-,직거래,-,-
62,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,107.9,202506,9,"42,500",-,1,개인,개인,2003,동원로 123,-,중개거래,대구 수성구,-
63,대구광역시 수성구 범어동,300,300,0,가든하이츠1,84.945,202506,8,"89,500",-,10,개인,개인,1985,범어로 45,-,중개거래,대구 수성구,-
64,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,84.9603,202506,8,"104,500",-,11,개인,개인,2021,청솔로14길 15,-,중개거래,대구 수성구,-
65,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202506,8,"65,250",-,4,개인,개인,2015,들안로78길 45,-,중개거래,대구 수성구,-
66,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202506,7,"48,000",-,15,개인,개인,2006,청수로 214,-,중개거래,대구 수성구,-
67,대구광역시 수성구 범어동,966-1,966,1,범어월드메르디앙웨스턴카운티,132.6887,202506,7,"86,000",-,15,개인,개인,2008,범어천로 200,-,중개거래,대구 수성구,-
68,대구광역시 수성구 지산동,1288,1288,0,지산타운,39.68,202506,7,"12,500",-,6,개인,개인,1991,용학로 303,-,중개거래,대구 수성구,-
69,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9652,202506,7,"84,000",-,17,개인,개인,2022,청솔로 16,-,중개거래,대구 수성구,-
70,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,74.91,202506,7,"36,000",-,17,개인,개인,2003,동원로 123,-,중개거래,대구 수성구,-
71,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,70.2513,202506,7,"81,900",-,2,개인,개인,2021,청솔로14길 15,-,중개거래,대구 수성구,-
72,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,59.73,202506,7,"33,000",-,2,개인,개인,1997,교학로11길 46,-,중개거래,대구 수성구,-
73,대구광역시 수성구 매호동,1331,1331,0,하나타운,45.69,202506,7,"17,000",-,11,개인,개인,1995,고산로 123,-,직거래,-,-
74,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,59.73,202506,7,"33,000",-,2,개인,개인,1997,교학로11길 46,20250609,중개거래,대구 수성구,-
75,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202506,7,"52,000",-,21,개인,개인,2006,청수로 214,-,중개거래,대구 수성구,-
76,대구광역시 수성구 만촌동,1480,1480,0,만촌신동아파밀리에,84.9438,202506,6,"25,700",-,11,개인,개인,2016,화랑로34길 173,-,직거래,-,-
77,대구광역시 수성구 황금동,162,162,0,청원,84.86,202506,6,"36,920",-,4,법인,개인,1989,청수로35길 150,-,직거래,-,-
78,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,84.97,202506,6,"59,900",-,15,개인,개인,2006,청수로 213,-,중개거래,대구 수성구,-
79,대구광역시 수성구 황금동,162,162,0,청원,84.86,202506,6,"37,240",-,6,법인,개인,1989,청수로35길 150,-,직거래,-,-
80,대구광역시 수성구 범어동,2277,2277,0,힐스테이트범어센트럴,84.96,202506,6,"89,500",-,33,개인,개인,2022,상록로 80,-,중개거래,대구 수성구,-
81,대구광역시 수성구 범어동,175-1,175,1,브라운스톤범어,84.8538,202506,6,"71,000",-,6,개인,개인,2017,동대구로 354,-,중개거래,대구 수성구,-
82,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,59.73,202506,6,"27,000",-,2,개인,개인,1997,교학로11길 46,-,중개거래,대구 수성구,-
83,대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,202506,6,"8,750",112,13,개인,개인,1995,천을로 131,-,중개거래,대구 수성구,25.06.11
84,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,59.9776,202506,6,"58,000",-,7,개인,개인,2018,청수로 274,-,중개거래,대구 수성구,-
85,대구광역시 수성구 범어동,800-3,800,3,범어STX칸,84.8151,202506,6,"80,000",-,24,개인,개인,2010,범어천로 107,-,중개거래,대구 수성구,-
86,대구광역시 수성구 만촌동,1479,1479,0,만촌3차화성파크드림,84.9882,202506,6,"94,000",-,16,개인,개인,2016,교학로 13,-,중개거래,대구 수성구,-
87,대구광역시 수성구 만촌동,1356-3,1356,3,메트로팔레스1,107.9,202506,5,"40,500",-,3,개인,개인,2003,동원로 135,-,중개거래,대구 수성구,-
88,대구광역시 수성구 신매동,569,569,0,시지대백신화창신맨션,84.98,202506,5,"30,000",-,3,개인,개인,1994,고산로 90,-,중개거래,대구 수성구,-
89,대구광역시 수성구 범어동,2280,2280,0,빌리브범어120,76.972,202506,5,"91,300",-,2,개인,개인,2022,범어로20길 120,-,중개거래,대구 수성구,-
90,대구광역시 수성구 지산동,1234-1,1234,1,지산2단지,59.97,202506,5,"14,600",-,2,개인,개인,1991,지산로 5,-,중개거래,대구 수성구,-
91,대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,202506,5,"10,500",113,10,개인,개인,1995,천을로 131,-,직거래,-,25.06.05
92,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,84.952,202506,5,"62,000",-,10,개인,개인,2021,알파시티2로 96,-,중개거래,대구 수성구,-
93,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,59.88,202506,5,"18,200",-,14,개인,개인,1994,신매로 91,-,중개거래,"대구 수성구, 대구 중구",-
94,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,84.6508,202506,5,"63,000",-,1,개인,개인,2015,수성로69길 70,-,중개거래,대구 수성구,-
95,대구광역시 수성구 범어동,2291,2291,0,수성범어W,84.9974,202506,5,"134,000",-,21,개인,개인,2023,달구벌대로 2436,-,중개거래,대구 수성구,-
96,대구광역시 수성구 신매동,610,610,0,시지라온프라이빗,84.9845,202506,5,"61,500",-,8,개인,개인,2023,달구벌대로656길 32,-,중개거래,대구 수성구,-
97,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,107.9,202506,5,"44,200",-,17,개인,개인,2003,동원로 123,-,중개거래,대구 수성구,-
98,대구광역시 수성구 파동,53,53,0,수성못코오롱하늘채,84.952,202506,4,"37,700",-,9,개인,개인,2013,파동로 222,-,중개거래,대구 수성구,-
99,대구광역시 수성구 사월동,510-2,510,2,태왕리더스,84.93,202506,4,"24,900",-,3,개인,개인,2004,달구벌대로669길 70,-,중개거래,대구 수성구,-
100,대구광역시 수성구 지산동,1271,1271,0,우방타운,84.995,202506,4,"28,800",-,1,개인,개인,1991,지산로 32,-,중개거래,대구 수성구,-
101,대구광역시 수성구 지산동,1257,1257,0,화성맨션,84.97,202506,4,"25,400",-,5,개인,개인,1991,용학로35길 62,-,중개거래,대구 수성구,-
102,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.955,202506,4,"102,000",-,9,개인,개인,2019,상록로 15,-,중개거래,대구 수성구,-
103,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,70.2513,202506,4,"87,000",-,11,개인,개인,2021,청솔로14길 15,-,중개거래,대구 수성구,-
104,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9652,202506,4,"80,800",-,11,개인,개인,2022,청솔로 16,-,중개거래,대구 수성구,-
105,대구광역시 수성구 사월동,642,642,0,시지동화아이위시,84.8882,202506,4,"32,200",105,5,개인,개인,2013,달구벌대로669길 20,-,직거래,-,25.06.04
106,대구광역시 수성구 매호동,986-1,986,1,매호화성파크드림,84.9807,202506,3,"30,000",-,1,개인,개인,2006,달구벌대로641길 31,-,중개거래,대구 수성구,-
107,대구광역시 수성구 범어동,2100,2100,0,범어월드메르디앙이스턴카운티,116.9207,202506,3,"69,500",-,3,개인,개인,2008,범어천로 190,-,중개거래,대구 동구,-
108,대구광역시 수성구 범어동,2291,2291,0,수성범어W,84.9912,202506,3,"149,000",-,10,개인,개인,2023,달구벌대로 2436,-,중개거래,대구 수성구,-
109,대구광역시 수성구 수성동4가,1090-1,1090,1,수성우방팔레스,134.3385,202506,3,"81,000",-,20,개인,개인,2002,수성로 400,-,중개거래,대구 수성구,-
110,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,84.9603,202506,3,"105,000",-,15,개인,개인,2021,청솔로14길 15,-,중개거래,대구 수성구,-
111,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,59.88,202506,3,"17,800",-,14,개인,개인,1994,신매로 91,-,중개거래,대구 수성구,-
112,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,84.9978,202506,3,"48,000",-,3,개인,개인,2020,지범로48길 21,-,중개거래,대구 수성구,-
113,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,118.7664,202506,3,"67,800",-,1,개인,개인,2009,수성로 71,-,중개거래,대구 수성구,-
114,대구광역시 수성구 범어동,2100,2100,0,범어월드메르디앙이스턴카운티,116.9207,202506,3,"69,500",-,3,개인,개인,2008,범어천로 190,-,중개거래,대구 동구,-
115,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,84.9971,202506,3,"63,800",-,24,개인,개인,2020,희망로24길 24,-,중개거래,"대구 수성구, 대구 중구",-
116,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,84.92,202506,2,"56,000",-,12,개인,개인,1997,교학로11길 46,-,중개거래,대구 수성구,-
117,대구광역시 수성구 시지동,349,349,0,청구전원타운,73.02,202506,2,"27,000",-,9,개인,개인,1990,시지로 45,-,중개거래,대구 수성구,-
118,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,143.7941,202506,2,"190,000",-,11,개인,개인,2009,달구벌대로 2435,-,중개거래,대구 수성구,-
119,대구광역시 수성구 만촌동,860,860,0,우방금탑,67.15,202506,2,"34,000",-,4,개인,개인,1986,교학로 3,-,중개거래,대구 달서구,-
120,대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,202506,2,"8,700",-,2,개인,개인,1995,천을로 131,-,중개거래,대구 수성구,-
121,대구광역시 수성구 만촌동,1356-3,1356,3,메트로팔레스1,134.98,202506,2,"51,000",-,2,개인,개인,2003,동원로 135,-,직거래,-,-
122,대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,202506,2,"9,500",110,3,개인,개인,1995,천을로 131,-,직거래,-,25.06.05
123,대구광역시 수성구 범어동,2280,2280,0,빌리브범어120,84.5729,202506,2,"122,000",-,10,개인,개인,2022,범어로20길 120,-,중개거래,대구 수성구,-
124,대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,84.99,202506,2,"29,000",-,3,개인,개인,1995,신매로 21,-,중개거래,대구 수성구,-
125,대구광역시 수성구 범물동,1269,1269,0,범물영남,84.385,202506,2,"29,000",-,8,개인,개인,1992,용학로 316,-,중개거래,대구 수성구,-
126,대구광역시 수성구 수성동4가,1005,1005,0,범어삼환나우빌,84.9929,202506,2,"55,300",-,10,개인,개인,2007,범어천로 197,-,중개거래,대구 수성구,-
127,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,118.7664,202506,2,"69,000",-,1,개인,개인,2009,수성로 71,-,중개거래,대구 수성구,-
128,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,84.9971,202506,2,"59,000",101동,6,개인,개인,2020,희망로24길 24,-,직거래,-,25.06.11
129,대구광역시 수성구 신매동,569,569,0,시지대백신화창신맨션,60,202506,2,"17,900",-,6,개인,개인,1994,고산로 90,-,중개거래,대구 수성구,-
130,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202506,2,"45,000",-,19,개인,개인,2006,청수로 214,-,중개거래,대구 수성구,-
131,대구광역시 수성구 사월동,464,464,0,사월보성,59.97,202506,1,"13,100",-,8,개인,개인,1996,욱수천로 133,-,중개거래,대구 수성구,-
132,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,34.44,202506,1,"10,050",104,13,개인,개인,1992,용학로 336,-,중개거래,대구 수성구,25.06.02
133,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,84.9094,202506,1,"71,000",-,7,개인,개인,2018,청수로 274,-,중개거래,대구 수성구,-
134,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202506,1,"68,800",-,4,개인,개인,2015,들안로78길 45,-,중개거래,대구 수성구,-
135,대구광역시 수성구 만촌동,1356-3,1356,3,메트로팔레스1,84.93,202506,1,"41,000",-,6,개인,개인,2003,동원로 135,-,중개거래,대구 수성구,-
136,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,59.9869,202505,31,"54,000",-,4,개인,개인,2015,들안로78길 45,-,중개거래,대구 수성구,-
137,대구광역시 수성구 노변동,353,353,0,수성월드메르디앙,84.8075,202505,31,"40,200",-,10,개인,개인,2007,노변로 55,-,중개거래,대구 수성구,-
138,대구광역시 수성구 신매동,580,580,0,시지청솔타운,59.91,202505,31,"14,500",-,2,개인,개인,1995,고산로 70,-,중개거래,"대구 동구, 대구 수성구",-
139,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,84.9746,202505,31,"78,000",-,19,개인,개인,2015,수성로69길 41,-,중개거래,대구 수성구,-
140,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9652,202505,31,"84,200",-,23,개인,개인,2022,청솔로 16,-,중개거래,대구 수성구,-
141,대구광역시 수성구 파동,1009,1009,0,수성해모로하이엔,59.2388,202505,31,"31,000",-,6,개인,개인,2024,파동로 47,-,중개거래,대구 수성구,-
142,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,70.2513,202505,31,"85,000",-,15,개인,개인,2021,청솔로14길 15,20250606,중개거래,대구 수성구,-
143,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9899,202505,31,"85,500",-,2,개인,개인,2022,청솔로 16,-,중개거래,대구 수성구,-
144,대구광역시 수성구 파동,53,53,0,수성못코오롱하늘채,84.8355,202505,31,"39,000",-,15,개인,개인,2013,파동로 222,-,중개거래,"경북 경산시, 대구 수성구",-
145,대구광역시 수성구 만촌동,1479,1479,0,만촌3차화성파크드림,84.9882,202505,31,"93,000",-,18,개인,개인,2016,교학로 13,-,중개거래,대구 수성구,-
146,대구광역시 수성구 범어동,2291,2291,0,수성범어W,84.9911,202505,31,"140,500",-,39,개인,개인,2023,달구벌대로 2436,-,중개거래,대구 수성구,-
147,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,59.9431,202505,31,"52,300",-,2,개인,개인,2019,알파시티2로 48,-,중개거래,대구 수성구,-
148,대구광역시 수성구 지산동,1269,1269,0,동서맨션,84.98,202505,31,"21,000",-,9,개인,개인,1991,지산로 56,-,중개거래,대구 수성구,-
149,대구광역시 수성구 만촌동,1489,1489,0,만촌자이르네,77.6825,202505,31,"101,000",-,17,개인,개인,2023,교학로19길 19,-,중개거래,대구 수성구,-
150,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,84.7575,202505,31,"132,000",-,18,개인,개인,2024,동대구로 230,-,중개거래,대구 수성구,-
151,대구광역시 수성구 범어동,177-1,177,1,범어서한포레스트,84.9877,202505,31,"94,300",-,35,개인,개인,2020,동대구로 346,-,중개거래,대구 수성구,-
152,대구광역시 수성구 중동,556,556,0,수성푸르지오리버센트,84.9976,202505,31,"62,800",-,3,개인,개인,2024,수성로35길 50,-,중개거래,대구 수성구,-
153,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,59.946,202505,30,"41,800",-,20,개인,개인,2021,알파시티2로 96,-,중개거래,대구 수성구,-
154,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202505,30,"68,000",-,13,개인,개인,2015,들안로78길 45,-,중개거래,대구 수성구,-
155,대구광역시 수성구 신매동,594,594,0,시지동서타운,134.79,202505,30,"34,700",-,9,개인,개인,1995,신매로 41,-,중개거래,"대구 달서구, 대구 수성구",-
156,대구광역시 수성구 범어동,2280,2280,0,빌리브범어120,76.972,202505,30,"98,000",-,14,개인,개인,2022,범어로20길 120,-,중개거래,대구 수성구,-
157,대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,202505,30,"9,000",-,2,개인,개인,1995,천을로 131,-,중개거래,대구 수성구,-
158,대구광역시 수성구 범물동,697-1,697,1,보성송정타운,59.96,202505,30,"15,000",102,10,개인,개인,1995,지범로46길 43,-,직거래,-,25.05.30
159,대구광역시 수성구 범어동,808,808,0,범어쌍용예가,84.9826,202505,30,"85,500",-,13,개인,개인,2009,명덕로 477,-,중개거래,대구 수성구,-
160,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,84.9478,202505,30,"70,000",-,4,개인,개인,2019,알파시티2로 48,-,중개거래,대구 수성구,-
161,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,176.33,202505,30,"72,000",201,20,법인,개인,2003,동원로 123,-,중개거래,대구 수성구,25.06.05
162,대구광역시 수성구 신매동,57-17,57,17,유성푸르나임르노블,109.712,202505,30,"43,000",-,8,개인,개인,2009,달구벌대로 3308,20250607,중개거래,대구 수성구,-
163,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.974,202505,29,"60,000",-,16,개인,개인,2021,수성로 185,-,중개거래,대구 수성구,-
164,대구광역시 수성구 노변동,353,353,0,수성월드메르디앙,84.8075,202505,29,"42,000",-,11,개인,개인,2007,노변로 55,-,중개거래,대구 수성구,-
