NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
625,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,74.91,202504,19,"35,800",-,14,개인,개인,2003,동원로 100,-,중개거래,경북 구미시,-
626,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,84.93,202504,19,"41,000",-,18,개인,개인,2003,동원로 100,-,중개거래,대구 수성구,-
627,대구광역시 수성구 지산동,1273,1273,0,협화맨션,84.76,202504,19,"26,900",105,11,개인,개인,1991,지범로22길 23,-,중개거래,대구 수성구,25.06.04
628,대구광역시 수성구 지산동,1271,1271,0,우방타운,134.73,202504,19,"50,000",-,9,개인,개인,1991,지산로 32,-,중개거래,대구 수성구,-
629,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.955,202504,19,"101,000",-,10,개인,개인,2019,상록로 15,-,중개거래,대구 수성구,-
630,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.955,202504,19,"101,000",-,10,개인,개인,2019,상록로 15,20250430,중개거래,대구 수성구,-
631,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,72.9621,202504,19,"87,500",-,22,개인,개인,2021,청솔로14길 15,-,중개거래,대구 수성구,-
632,대구광역시 수성구 파동,1000,1000,0,수성아이파크,76.94,202504,19,"31,500",-,11,개인,개인,2016,파동로22길 15,20250507,중개거래,"대구 달성군, 대구 수성구",-
633,대구광역시 수성구 파동,1000,1000,0,수성아이파크,76.94,202504,19,"31,500",104동,11,개인,개인,2016,파동로22길 15,-,중개거래,"대구 달성군, 대구 수성구",25.06.10
634,대구광역시 수성구 매호동,979-4,979,4,한일유앤아이,134.0871,202504,19,"61,000",-,8,개인,개인,2006,고산로 162,-,중개거래,대구 수성구,-
635,대구광역시 수성구 수성동3가,289,289,0,수성코오롱하늘채,127.0598,202504,19,"106,500",-,8,개인,개인,2009,들안로 300,-,중개거래,대구 수성구,-
636,대구광역시 수성구 매호동,1330,1330,0,누리타운,55.32,202504,19,"14,950",116,12,개인,개인,1995,달구벌대로637길 21,-,중개거래,대구 수성구,25.05.14
637,대구광역시 수성구 수성동4가,1017-1,1017,1,수성태영데시앙,84.4804,202504,19,"62,000",105,23,개인,개인,2008,들안로 360,-,중개거래,대구 수성구,25.06.05
638,대구광역시 수성구 수성동4가,1017-1,1017,1,수성태영데시앙,131.0289,202504,19,"81,000",-,13,개인,개인,2008,들안로 360,-,중개거래,대구 수성구,-
639,대구광역시 수성구 신매동,580,580,0,시지청솔타운,57.39,202504,19,"16,800",-,14,개인,개인,1995,고산로 70,-,중개거래,대구 수성구,-
640,대구광역시 수성구 범어동,103-2,103,2,경북(B),46.94,202504,19,"58,000",-,2,개인,개인,1980,달구벌대로504길 37,-,중개거래,대구 수성구,-
641,대구광역시 수성구 신매동,569,569,0,시지대백신화창신맨션,84.88,202504,19,"30,500",-,6,개인,개인,1994,고산로 90,-,중개거래,"대구 수성구, 대구 중구",-
642,대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,60,202504,19,"26,800",-,11,개인,개인,1996,수성로 411,-,중개거래,대구 수성구,-
643,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202504,19,"47,000",-,7,개인,개인,2006,청수로 214,-,중개거래,대구 수성구,-
644,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202504,19,"50,500",-,15,개인,개인,2006,청수로 214,-,중개거래,대구 수성구,-
645,대구광역시 수성구 범어동,906-1,906,1,유림노르웨이숲,115.0705,202504,19,"94,000",-,7,개인,개인,2006,동대구로50길 37,20250430,중개거래,대구 수성구,-
646,대구광역시 수성구 범어동,906-1,906,1,유림노르웨이숲,115.0705,202504,19,"94,000",-,7,개인,개인,2006,동대구로50길 37,-,중개거래,대구 수성구,-
647,대구광역시 수성구 신매동,10-14,10,14,사월화성파크드림(1단지),84.9999,202504,19,"34,000",104,18,개인,개인,2006,달구벌대로 3304,-,중개거래,대구 수성구,25.05.07
648,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202504,19,"47,000",-,7,개인,개인,2006,청수로 214,-,중개거래,대구 수성구,-
649,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9899,202504,19,"86,000",-,11,개인,개인,2022,청솔로 16,-,중개거래,대구 수성구,-
650,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,99.9069,202504,18,"88,500",-,10,개인,개인,2015,수성로69길 65,-,중개거래,대구 수성구,-
651,대구광역시 수성구 범물동,1269,1269,0,범물영남,84.385,202504,18,"28,500",103,2,개인,개인,1992,용학로 316,-,중개거래,대구 수성구,25.05.15
652,대구광역시 수성구 수성동4가,1017-1,1017,1,수성태영데시앙,114.266,202504,18,"77,500",-,11,개인,개인,2008,들안로 360,-,중개거래,대구 수성구,-
653,대구광역시 수성구 사월동,464,464,0,사월보성,59.97,202504,18,"14,600",-,4,개인,개인,1996,욱수천로 133,-,중개거래,대구 수성구,-
654,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.974,202504,18,"58,000",-,18,개인,개인,2021,수성로 185,-,중개거래,대구 수성구,-
655,대구광역시 수성구 매호동,1040,1040,0,매호동서타운,84.98,202504,18,"27,000",102,6,개인,개인,1995,천을로 180,-,중개거래,대구 수성구,25.05.02
656,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,49.21,202504,18,"22,100",110,8,개인,개인,1996,수성로 412,-,중개거래,대구 수성구,25.05.21
657,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.955,202504,18,"97,500",-,25,개인,개인,2019,상록로 15,-,중개거래,대구 수성구,-
658,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,84.93,202504,18,"41,000",302,1,개인,개인,2003,동원로 110,-,중개거래,대구 수성구,25.05.16
659,대구광역시 수성구 매호동,1040,1040,0,매호동서타운,84.98,202504,18,"26,500",-,4,개인,개인,1995,천을로 180,-,중개거래,대구 수성구,-
660,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,99.9069,202504,18,"88,500",-,10,개인,개인,2015,수성로69길 65,20250430,중개거래,대구 수성구,-
661,대구광역시 수성구 중동,556,556,0,수성푸르지오리버센트,84.9976,202504,17,"68,530",108동,3,개인,개인,2024,수성로35길 50,-,중개거래,대구 수성구,25.04.25
662,대구광역시 수성구 신매동,30-6,30,6,시지효성백년가약2단지,123.225,202504,17,"85,000",-,5,개인,개인,2008,달구벌대로 3280-1,-,중개거래,대구 수성구,-
663,대구광역시 수성구 수성동1가,629-12,629,12,동양엘레브,84.9902,202504,17,"45,300",-,16,개인,개인,2006,명덕로73길 40,-,중개거래,대구 수성구,-
664,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,84.92,202504,17,"57,000",-,6,개인,개인,1997,교학로11길 46,-,중개거래,대구 수성구,-
665,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,84.92,202504,17,"57,000",-,6,개인,개인,1997,교학로11길 46,20250418,중개거래,대구 수성구,-
666,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,116.82,202504,17,"57,000",1101,1,개인,개인,2006,청수로 213,-,중개거래,대구 수성구,25.06.04
667,대구광역시 수성구 신매동,139-1,139,1,신화빌라트,59.98,202504,17,"19,500",102,3,개인,개인,1996,달구벌대로650길 29,-,중개거래,대구 수성구,25.05.20
668,대구광역시 수성구 만촌동,1479,1479,0,만촌3차화성파크드림,67.2914,202504,17,"75,300",-,15,개인,개인,2016,교학로 13,-,중개거래,"대구 남구, 대구 수성구",-
669,대구광역시 수성구 만촌동,775,775,0,만촌우방팔레스,119.028,202504,17,"66,000",-,5,개인,개인,2005,청수로 551,-,중개거래,대구 수성구,-
670,대구광역시 수성구 만촌동,775,775,0,만촌우방팔레스,119.028,202504,17,"66,000",-,5,개인,개인,2005,청수로 551,-,중개거래,대구 수성구,-
671,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,84.9397,202504,17,"65,000",-,27,개인,개인,2024,지산로3길 33,-,중개거래,대구 수성구,-
672,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,84.9752,202504,16,"128,000",-,19,개인,개인,2024,동대구로 230,-,중개거래,대구 수성구,-
673,대구광역시 수성구 수성동4가,1017-1,1017,1,수성태영데시앙,131.0289,202504,16,"56,000",104,2,개인,개인,2008,들안로 360,-,직거래,-,25.04.17
674,대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,60,202504,16,"24,300",-,16,개인,개인,1996,수성로 411,-,중개거래,대구 수성구,-
675,대구광역시 수성구 매호동,979-4,979,4,한일유앤아이,84.9925,202504,16,"38,500",-,17,개인,개인,2006,고산로 162,-,중개거래,대구 수성구,-
676,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,77.9966,202504,16,"47,000",104,22,개인,개인,2020,지범로48길 21,-,중개거래,대구 수성구,25.05.15
677,대구광역시 수성구 범물동,1372,1372,0,청아타운,134.73,202504,16,"32,000",-,14,개인,개인,1992,범안로 40,-,중개거래,대구 수성구,-
678,대구광역시 수성구 신매동,30-6,30,6,시지효성백년가약2단지,100.364,202504,16,"73,300",-,7,개인,개인,2008,달구벌대로 3280-1,-,중개거래,대구 수성구,-
679,대구광역시 수성구 욱수동,130,130,0,시지5태왕하이츠,84.7132,202504,15,"33,200",-,14,개인,개인,2004,욱수천로 7,-,중개거래,대구 수성구,-
680,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.993,202504,15,"94,500",-,23,개인,개인,2019,상록로 15,-,중개거래,대구 수성구,-
681,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.974,202504,15,"58,000",-,23,개인,개인,2021,수성로 185,-,중개거래,대구 수성구,-
682,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,70.2513,202504,15,"84,000",105동,17,개인,개인,2021,청솔로14길 15,-,직거래,-,25.05.23
683,대구광역시 수성구 범어동,2236,2236,0,범어풀비체,81.8909,202504,15,"91,000",-,9,개인,개인,2013,범어로 61,-,중개거래,대구 수성구,-
684,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,84.9258,202504,15,"72,000",-,9,개인,개인,2018,청수로 274,-,중개거래,대구 수성구,-
685,대구광역시 수성구 수성동1가,105-5,105,5,수성영남,84.99,202504,15,"38,000",-,7,개인,개인,2000,달구벌대로456길 43,-,중개거래,"대구 서구, 대구 수성구",-
686,대구광역시 수성구 지산동,1273,1273,0,협화맨션,84.76,202504,14,"26,000",-,13,개인,개인,1991,지범로22길 23,-,중개거래,대구 수성구,-
687,대구광역시 수성구 신매동,10-31,10,31,한라하우젠트,84.9639,202504,14,"30,000",101,3,개인,개인,2006,달구벌대로 3310,-,중개거래,대구 수성구,25.06.05
688,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,111.0113,202504,14,"92,000",-,35,개인,개인,2010,동대구로 95,-,중개거래,대구 수성구,-
689,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,59.88,202504,14,"18,000",-,15,개인,개인,1994,신매로 91,-,중개거래,대구 수성구,-
690,대구광역시 수성구 파동,1000,1000,0,수성아이파크,69.97,202504,14,"29,500",-,6,개인,개인,2016,파동로22길 15,-,중개거래,대구 수성구,-
691,대구광역시 수성구 두산동,105,105,0,대우트럼프월드수성,160.14,202504,14,"126,000",A,29,개인,개인,2007,동대구로 59,-,중개거래,대구 수성구,25.06.12
692,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,74.62,202504,13,"49,300",1409,11,개인,개인,2006,청수로 261,-,중개거래,대구 수성구,25.06.11
693,대구광역시 수성구 범어동,897,897,0,범어동일하이빌,146.0208,202504,13,"150,000",-,13,개인,개인,2007,동대구로52길 55,-,중개거래,대구 수성구,-
694,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,77.9966,202504,13,"45,700",-,22,개인,개인,2020,지범로48길 21,-,중개거래,대구 수성구,-
695,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.974,202504,13,"68,000",-,26,개인,개인,2021,수성로 185,-,중개거래,대구 수성구,-
696,대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,84.9704,202504,12,"84,300",-,13,개인,개인,2016,동대구로55길 11,-,중개거래,대구 수성구,-
697,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,50.45,202504,12,"27,000",1110,14,개인,개인,2006,청수로 213,-,중개거래,대구 수성구,25.05.26
698,대구광역시 수성구 범어동,산103,103,0,장원맨션,84.98,202504,12,"78,500",-,5,개인,개인,1988,청호로 370,-,중개거래,대구 수성구,-
699,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9899,202504,12,"85,000",-,10,개인,개인,2022,청솔로 16,-,중개거래,대구 수성구,-
700,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,74.91,202504,12,"39,500",-,17,개인,개인,2003,동원로 110,-,중개거래,대구 수성구,-
701,대구광역시 수성구 사월동,464,464,0,사월보성,84.99,202504,12,"26,700",-,15,개인,개인,1996,욱수천로 133,-,중개거래,대구 수성구,-
702,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,84.9478,202504,12,"74,000",-,16,개인,개인,2019,알파시티2로 48,-,중개거래,대구 수성구,-
703,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,84.92,202504,12,"59,000",-,14,개인,개인,1997,교학로11길 46,-,중개거래,대구 수성구,-
704,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,84.92,202504,12,"56,000",-,17,개인,개인,1997,교학로11길 46,20250417,중개거래,대구 수성구,-
705,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,84.98,202504,12,"45,500",101,11,개인,개인,1996,수성로 412,-,중개거래,대구 수성구,25.05.30
706,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,84.8826,202504,12,"63,500",-,19,개인,개인,2020,희망로24길 24,-,중개거래,대구 수성구,-
707,대구광역시 수성구 신매동,263,263,0,태왕하이츠1,84.9798,202504,12,"32,250",101,18,개인,개인,2000,달구벌대로647길 16,-,중개거래,대구 수성구,25.06.10
708,대구광역시 수성구 만촌동,1489,1489,0,만촌자이르네,84.9918,202504,12,"115,000",-,6,개인,개인,2023,교학로19길 19,-,중개거래,대구 수성구,-
709,대구광역시 수성구 파동,1000,1000,0,수성아이파크,59.98,202504,12,"24,700",102동,5,개인,개인,2016,파동로22길 15,-,중개거래,대구 수성구,25.05.20
710,대구광역시 수성구 욱수동,185-1,185,1,태왕4하이츠,84.7132,202504,12,"27,000",-,3,개인,개인,2004,욱수천로 27,-,중개거래,대구 수성구,-
711,대구광역시 수성구 수성동4가,1090-1,1090,1,수성우방팔레스,84.8523,202504,12,"44,500",-,10,개인,개인,2002,수성로 400,-,중개거래,대구 수성구,-
712,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,84.9478,202504,12,"79,500",-,14,개인,개인,2019,알파시티2로 48,-,중개거래,대구 수성구,-
713,대구광역시 수성구 범물동,1281,1281,0,청구타운,59.91,202504,12,"18,700",201,9,개인,개인,1992,지범로39길 12,-,중개거래,대구 수성구,25.06.11
714,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,84.92,202504,12,"56,000",-,17,개인,개인,1997,교학로11길 46,-,중개거래,대구 수성구,-
715,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,59.73,202504,11,"37,400",108,3,개인,법인,1997,교학로11길 46,-,중개거래,경기 하남시,25.04.18
716,대구광역시 수성구 범어동,2277,2277,0,힐스테이트범어센트럴,84.81,202504,11,"90,000",-,36,개인,개인,2022,상록로 80,-,중개거래,대구 수성구,-
717,대구광역시 수성구 지산동,1288,1288,0,지산타운,39.68,202504,11,"10,000",302,4,개인,개인,1991,용학로 303,-,중개거래,대구 수성구,25.06.05
718,대구광역시 수성구 범어동,2277,2277,0,힐스테이트범어센트럴,84.81,202504,11,"90,000",-,36,개인,개인,2022,상록로 80,20250507,중개거래,대구 수성구,-
719,대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,60,202504,11,"26,500",-,7,개인,개인,1996,수성로 411,-,중개거래,"대구 동구, 대구 수성구",-
720,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,74.8262,202504,11,"122,500",-,12,개인,개인,2020,범어로18길 22,-,중개거래,"대구 북구, 대구 수성구",-
721,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,84.9746,202504,11,"72,000",-,7,개인,개인,2015,수성로69길 70,-,중개거래,대구 수성구,-
722,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,59.73,202504,11,"37,400",-,3,개인,법인,1997,교학로11길 46,20250415,중개거래,경기 하남시,-
723,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,134.98,202504,11,"51,900",303,2,개인,개인,2003,동원로 110,-,중개거래,대구 수성구,25.06.05
724,대구광역시 수성구 사월동,500,500,0,시지대성유니드,84.8691,202504,10,"26,000",106,16,개인,개인,2007,달구벌대로669길 80,-,중개거래,대구 수성구,25.05.30
725,대구광역시 수성구 범물동,670,670,0,우방미진하이츠,134.94,202504,10,"40,000",105,6,개인,개인,2000,지범로 290,-,중개거래,대구 수성구,25.05.30
726,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,110.9713,202504,10,"80,000",107동,27,개인,개인,2020,희망로24길 24,-,직거래,-,25.05.09
727,대구광역시 수성구 수성동4가,1115-16,1115,16,대림이편한세상,84.9327,202504,10,"50,000",107,12,개인,개인,2005,들안로73길 50-7,-,중개거래,대구 수성구,25.05.27
728,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,59.946,202504,10,"43,000",-,23,개인,개인,2021,알파시티2로 96,-,중개거래,대구 수성구,-
729,대구광역시 수성구 지산동,1272-2,1272,2,에덴타운,84.86,202504,10,"20,000",102,7,개인,개인,1991,용학로 223,-,직거래,-,25.05.09
730,대구광역시 수성구 만촌동,1489,1489,0,만촌자이르네,77.6825,202504,10,"98,000",-,9,개인,개인,2023,교학로19길 19,-,중개거래,대구 수성구,-
731,대구광역시 수성구 만촌동,1497,1497,0,만촌역태왕디아너스,84.9541,202504,10,"100,000",-,11,개인,법인,2024,달구벌대로 2599,-,중개거래,대구 동구,-
732,대구광역시 수성구 범어동,371,371,0,궁전맨션,131.16,202504,9,"105,500",-,4,개인,개인,1988,동대구로 274,-,중개거래,대구 수성구,-
733,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,59.9431,202504,9,"55,000",-,5,개인,개인,2019,알파시티2로 48,-,중개거래,대구 수성구,-
734,대구광역시 수성구 범어동,614-3,614,3,태왕유성하이빌,134.9809,202504,9,"78,500",-,5,개인,개인,2003,동대구로 250,-,중개거래,대구 수성구,-
735,대구광역시 수성구 신매동,263,263,0,태왕하이츠1,59.9844,202504,9,"22,300",102,3,개인,개인,2000,달구벌대로647길 16,-,중개거래,대구 수성구,25.06.04
736,대구광역시 수성구 사월동,645,645,0,시지한신휴플러스,84.7139,202504,9,"37,500",-,7,개인,개인,2013,달구벌대로669길 50,-,중개거래,대구 수성구,-
737,대구광역시 수성구 신매동,580,580,0,시지청솔타운,57.39,202504,9,"14,350",-,9,개인,개인,1995,고산로 70,-,중개거래,대구 수성구,-
738,대구광역시 수성구 지산동,1297-3,1297,3,지산서한이다음아파트,59.56,202504,8,"17,700",-,7,개인,개인,1991,용학로 313,-,중개거래,대구 수성구,-
739,대구광역시 수성구 노변동,122-17,122,17,삼승월드타운101,97.97,202504,8,"23,000",101,3,개인,개인,2003,노변로 89,-,중개거래,대구 수성구,25.05.16
740,대구광역시 수성구 신매동,246,246,0,신매우방타운,35.7,202504,8,"8,900",101,5,개인,개인,1997,달구벌대로651길 33,-,중개거래,대구 수성구,25.04.11
741,대구광역시 수성구 중동,657,657,0,수성뷰웰리버파크,75.7297,202504,8,"50,000",101동,2,개인,개인,2023,수성로41길 41,-,중개거래,대구 수성구,25.04.09
742,대구광역시 수성구 신매동,579,579,0,천마타운,84.99,202504,8,"32,000",227,2,개인,개인,1994,신매로 71,-,중개거래,대구 수성구,25.05.26
743,대구광역시 수성구 매호동,1077-1,1077,1,시지매호2동서,84.9,202504,8,"30,400",203,17,개인,개인,1999,달구벌대로641길 8,-,중개거래,대구 수성구,25.05.16
744,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,70.2513,202504,8,"85,000",-,12,개인,개인,2021,청솔로14길 15,-,중개거래,대구 수성구,-
745,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,77.6522,202504,8,"45,000",105,9,개인,개인,2020,지범로48길 21,-,중개거래,대구 수성구,25.06.11
746,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.974,202504,8,"59,900",106동,13,개인,개인,2021,수성로 185,-,중개거래,대구 수성구,25.05.07
747,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,171.4714,202504,8,"225,000",-,35,개인,개인,2009,달구벌대로 2435,-,중개거래,"대구 달서구, 대구 수성구",-
748,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,77.6522,202504,8,"45,000",105,9,개인,개인,2020,지범로48길 21,-,중개거래,대구 수성구,25.06.11
749,대구광역시 수성구 신매동,579,579,0,천마타운,84.99,202504,8,"32,000",-,2,개인,개인,1994,신매로 71,20250410,중개거래,대구 수성구,-
750,대구광역시 수성구 중동,657,657,0,수성뷰웰리버파크,75.7297,202504,8,"50,000",-,2,개인,개인,2023,수성로41길 41,20250408,중개거래,대구 수성구,-
751,대구광역시 수성구 시지동,70,70,0,제림은탑맨션,84.99,202504,7,"30,000",101,8,개인,개인,1994,천을로 49,-,중개거래,대구 수성구,25.06.09
752,대구광역시 수성구 매호동,750,750,0,매호효성백년가약,84.9726,202504,7,"29,000",102,3,개인,개인,2006,천을로23길 31,-,직거래,-,25.04.14
753,대구광역시 수성구 시지동,486,486,0,노변청구,59.99,202504,7,"21,700",-,10,개인,개인,1996,시지로 21,-,중개거래,대구 수성구,-
754,대구광역시 수성구 신매동,580,580,0,시지청솔타운,59.91,202504,7,"16,900",216,15,개인,개인,1995,고산로 70,-,중개거래,대구 수성구,25.04.30
755,대구광역시 수성구 매호동,1087,1087,0,매호유성푸르나임,84.692,202504,7,"25,000",101,5,개인,개인,2003,달구벌대로637길 10,-,중개거래,대구 수성구,25.05.30
756,대구광역시 수성구 범물동,1382,1382,0,삼주타운,59.91,202504,7,"13,200",103,13,개인,개인,1993,범안로8길 35,-,중개거래,대구 수성구,25.05.16
757,대구광역시 수성구 신매동,30-6,30,6,시지효성백년가약2단지,100.364,202504,7,"76,700",203,2,개인,개인,2008,달구벌대로 3280-1,-,중개거래,"경북 경산시, 대구 수성구",25.06.10
758,대구광역시 수성구 사월동,510-2,510,2,태왕리더스,84.93,202504,7,"25,000",104,5,개인,개인,2004,달구벌대로669길 70,-,중개거래,"경북 경산시, 대구 수성구",25.06.11
759,대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,202504,7,"9,200",111,6,개인,개인,1995,천을로 131,-,중개거래,대구 수성구,25.04.10
760,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,134.98,202504,7,"54,000",-,5,개인,개인,2003,동원로 110,-,중개거래,대구 수성구,-
761,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,137.0619,202504,7,"180,000",-,48,개인,개인,2009,달구벌대로 2435,-,중개거래,대구 수성구,-
762,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,74.62,202504,7,"46,300",-,3,개인,개인,2006,청수로 261,-,중개거래,대구 수성구,-
763,대구광역시 수성구 범어동,2030,2030,0,래미안수성,146.7191,202504,6,"88,000",105,15,개인,개인,2008,상록로 69,-,중개거래,대구 수성구,25.04.30
764,대구광역시 수성구 범어동,2291,2291,0,수성범어W,84.9912,202504,6,"138,000",-,6,개인,개인,2023,달구벌대로 2436,-,중개거래,대구 수성구,-
765,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,204.0727,202504,6,"247,500",105,44,개인,개인,2009,달구벌대로 2435,-,중개거래,대구 수성구,25.06.10
766,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202504,6,"67,000",-,13,개인,개인,2015,들안로78길 45,-,중개거래,대구 수성구,-
767,대구광역시 수성구 만촌동,1480,1480,0,만촌신동아파밀리에,84.9438,202504,6,"27,800",102동,12,개인,개인,2016,화랑로34길 173,-,중개거래,대구 수성구,25.05.30
768,대구광역시 수성구 수성동4가,1090-8,1090,8,수성하이츠,186.313,202504,6,"55,300",104,5,개인,개인,2000,수성로 393,-,직거래,-,25.05.09
769,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,41.85,202504,6,"9,500",104,6,개인,개인,1992,용학로 336,-,중개거래,대구 수성구,25.06.02
770,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,84.974,202504,5,"102,200",104,14,개인,개인,2019,교학로 65,-,중개거래,"대구 북구, 대구 수성구",25.06.12
771,대구광역시 수성구 범물동,1328,1328,0,서한화성타운,84.575,202504,5,"24,300",-,13,개인,개인,1992,지범로40길 11,-,중개거래,대구 수성구,-
772,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,84.974,202504,5,"101,500",-,19,개인,개인,2019,교학로 65,-,중개거래,대구 수성구,-
773,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,84.9875,202504,5,"99,800",106,14,개인,개인,2019,교학로 65,-,중개거래,대구 수성구,25.06.04
774,대구광역시 수성구 범물동,1382,1382,0,삼주타운,84.88,202504,5,"19,700",-,5,개인,개인,1993,범안로8길 35,-,중개거래,대구 수성구,-
775,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202504,5,"68,000",-,7,개인,개인,2015,들안로78길 45,-,중개거래,대구 수성구,-
776,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,84.93,202504,5,"36,500",-,2,개인,개인,2003,동원로 123,-,중개거래,대구 수성구,-
777,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,84.93,202504,5,"43,900",-,2,개인,개인,2003,동원로 110,-,중개거래,대구 수성구,-
778,대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,84.8336,202504,5,"67,000",-,29,개인,개인,2013,동대구로 376,-,중개거래,대구 수성구,-
779,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202504,5,"69,000",-,22,개인,개인,2015,들안로78길 45,-,중개거래,대구 수성구,-
780,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,59.9776,202504,5,"59,000",-,8,개인,개인,2018,청수로 274,-,중개거래,대구 수성구,-
781,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,134.98,202504,5,"54,500",-,9,개인,개인,2003,동원로 100,-,중개거래,대구 수성구,-
782,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,59.8476,202504,5,"44,000",-,26,개인,개인,2024,지산로3길 33,-,중개거래,"대구 달서구, 대구 수성구",-
783,대구광역시 수성구 지산동,1270-1,1270,1,보성맨션,84.99,202504,5,"23,000",103,12,개인,개인,1991,지범로22길 10,-,중개거래,대구 수성구,25.05.30
784,대구광역시 수성구 만촌동,605,605,0,만촌보성타운,59.87,202504,5,"18,500",107,3,개인,개인,2002,공경로 70,-,직거래,-,25.04.07
785,대구광역시 수성구 시지동,41,41,0,시지월드메르디앙,84.9996,202504,5,"49,500",-,4,개인,개인,2009,천을로 70,-,중개거래,대구 수성구,-
