NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.955,202306,19,"95,000",104동,25,-,-,2019,상록로 15,-,중개거래,대구 수성구,23.10.13
2,대구광역시 수성구 매호동,979-4,979,4,한일유앤아이,119.1584,202306,19,"59,000",107,16,-,-,2006,고산로 162,-,중개거래,대구 수성구,23.12.21
3,대구광역시 수성구 중동,411-1,411,1,광명프레지던트,76.375,202306,19,"36,000",A,3,-,-,1980,수성로 165,-,중개거래,대구 수성구,23.06.28
4,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,84.6009,202306,19,"58,000",-,20,-,-,2020,희망로24길 24,20230731,중개거래,대구 수성구 대구 중구,-
5,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,84.6009,202306,19,"58,000",104동,20,-,-,2020,희망로24길 24,-,중개거래,대구 수성구 대구 중구,23.08.03
6,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,134.8251,202306,19,"146,000",106,23,-,-,2009,달구벌대로 2435,-,중개거래,대구 수성구,23.09.05
7,대구광역시 수성구 범어동,Jan-35,35,1,범어역우방유쉘,115.3747,202306,19,"80,000",범어역 우방유쉘,19,-,-,2009,동대구로 345,-,중개거래,대구 수성구,23.11.03
8,대구광역시 수성구 범어동,371,371,0,궁전맨션,131.16,202306,19,"108,000",3,15,-,-,1988,동대구로 274,-,중개거래,대구 수성구,23.09.07
9,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.993,202306,19,"91,000",105동,20,-,-,2019,상록로 15,-,중개거래,대구 수성구,23.08.14
10,대구광역시 수성구 신매동,162,162,0,시지반도유보라,84.9806,202306,19,"44,500",105,4,-,-,2012,욱수천로 87,-,중개거래,대구 수성구,23.08.10
11,대구광역시 수성구 신매동,579,579,0,천마타운,121.04,202306,19,"42,000",226,14,-,-,1994,신매로 71,-,중개거래,대구 수성구,23.11.17
12,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.955,202306,19,"88,900",102동,31,-,-,2019,상록로 15,-,중개거래,대구 수성구,23.07.06
13,대구광역시 수성구 범어동,175-1,175,1,브라운스톤범어,84.8538,202306,19,"65,000",브라운스톤 범어,10,-,-,2017,동대구로 354,-,중개거래,대구 수성구,23.11.13
14,대구광역시 수성구 만촌동,777,777,0,만촌우방타운2단지,59.73,202306,19,"30,000",202,13,-,-,1996,교학로11길 91,-,중개거래,대구 수성구,23.08.30
15,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,202306,19,"56,200",103동,1,-,-,2015,들안로78길 45,-,중개거래,대구 북구 대구 수성구,23.09.22
16,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202306,19,"62,500",108동,3,-,-,2015,들안로78길 45,-,중개거래,대구 수성구,23.06.21
17,대구광역시 수성구 범물동,1328,1328,0,서한화성타운,133.92,202306,19,"43,500",105,16,-,-,1992,지범로40길 11,-,중개거래,대구 수성구,23.12.05
18,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,84.9789,202306,18,"57,800",102동,2,-,-,2021,알파시티2로 96,-,중개거래,대구 수성구,23.08.31
19,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202306,18,"48,700",1510,6,-,-,2006,청수로 214,-,중개거래,대구 수성구,23.08.24
20,대구광역시 수성구 지산동,1234-1,1234,1,지산2단지,54.12,202306,18,"16,800",201,9,-,-,1991,지산로 5,-,중개거래,대구 수성구 대구 중구,23.08.29
21,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,84.93,202306,18,"40,000",506,16,-,-,2003,동원로 100,-,중개거래,대구 수성구,23.07.14
22,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,84.9967,202306,18,"53,500",105,14,-,-,2009,수성로 71,-,중개거래,대구 수성구,23.10.30
23,대구광역시 수성구 파동,486-1,486,1,화성파크뷰,84.9848,202306,18,"26,500",103,7,-,-,2004,파동로 19,-,중개거래,대구 수성구,24.02.29
24,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,116.82,202306,18,"66,000",1101,9,-,-,2006,청수로 213,-,중개거래,대구 수성구,23.09.08
25,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,59.9949,202306,18,"44,000",105동,22,-,-,2021,알파시티2로 96,-,중개거래,대구 수성구,23.07.31
26,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.6686,202306,18,"58,000",101동,28,-,-,2021,수성로 185,-,중개거래,대구 수성구,23.10.06
27,대구광역시 수성구 범물동,670,670,0,우방미진하이츠,59.99,202306,18,"22,000",106,8,-,-,2000,지범로 290,-,중개거래,대구 수성구,23.09.27
28,대구광역시 수성구 범어동,175-1,175,1,브라운스톤범어,84.8538,202306,18,"69,000",브라운스톤 범어,22,-,-,2017,동대구로 354,-,중개거래,대구 수성구,23.08.25
29,대구광역시 수성구 신매동,263,263,0,태왕하이츠1,84.9798,202306,17,"35,000",101,13,-,-,2000,달구벌대로647길 16,-,직거래,-,23.09.08
30,대구광역시 수성구 수성동3가,57,57,0,수성3가롯데캐슬,136.2176,202306,17,"120,000",103,20,-,-,2008,명덕로 455,-,중개거래,대구 수성구,23.09.25
31,대구광역시 수성구 수성동3가,57,57,0,수성3가롯데캐슬,161.9811,202306,17,"132,500",103,19,-,-,2008,명덕로 455,-,중개거래,대구 수성구,23.12.15
32,대구광역시 수성구 두산동,105,105,0,대우트럼프월드수성,125,202306,17,"86,000",E,32,-,-,2007,동대구로 59,-,중개거래,대구 수성구,23.07.31
33,대구광역시 수성구 지산동,1200,1200,0,목련,49.23,202306,17,"20,000",10,4,-,-,1986,용학로42길 13,-,중개거래,대구 수성구,23.07.31
34,대구광역시 수성구 범어동,2277,2277,0,힐스테이트범어센트럴,84.96,202306,17,"79,000",103동,9,-,-,2022,상록로 80,-,중개거래,대구 수성구,23.07.25
35,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202306,17,"66,500",107동,29,-,-,2015,들안로78길 45,-,중개거래,대구 수성구,23.08.02
36,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202306,17,"67,000",108동,14,-,-,2015,들안로78길 45,-,중개거래,대구 수성구,24.01.10
37,대구광역시 수성구 범어동,Jun-88,88,6,범어청구하이츠,84.96,202306,17,"60,000",101,5,-,-,2000,청호로84안길 2,-,중개거래,대구 수성구,23.07.27
38,대구광역시 수성구 수성동4가,1115-16,1115,16,대림이편한세상,84.9327,202306,17,"47,000",108,16,-,-,2005,들안로73길 50-7,-,중개거래,대구 수성구,23.07.31
39,대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,84.99,202306,17,"36,000",261,2,-,-,1995,신매로 21,-,중개거래,경북 경산시 대구 수성구,23.10.13
40,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,59.946,202306,17,"40,000",104동,24,-,-,2021,알파시티2로 96,-,중개거래,대구 수성구,23.08.24
41,대구광역시 수성구 노변동,353,353,0,수성월드메르디앙,84.8075,202306,17,"42,500",107,3,-,-,2007,노변로 55,-,중개거래,대구 수성구,23.08.22
42,대구광역시 수성구 매호동,1040,1040,0,매호동서타운,84.98,202306,17,"30,000",102,3,-,-,1995,천을로 180,-,중개거래,대구 수성구,23.08.18
43,대구광역시 수성구 매호동,979-4,979,4,한일유앤아이,84.9925,202306,17,"38,500",103,8,-,-,2006,고산로 162,-,중개거래,대구 수성구,23.09.18
44,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,134.9125,202306,17,"83,000",109,1,-,-,2009,수성로 71,-,직거래,-,23.07.07
45,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,84.9978,202306,16,"46,500",101,5,-,-,2020,지범로48길 21,-,중개거래,대구 수성구,23.08.21
46,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,84.9603,202306,16,"76,000",104동,6,-,-,2021,청솔로14길 15,-,중개거래,대구 남구,23.06.28
47,대구광역시 수성구 범어동,551-7,551,7,범어네거리클래시아,46.2928,202306,16,"25,000",범어네거리 클래시아,9,-,-,2020,달구벌대로480길 9,-,중개거래,대구 수성구,23.07.03
48,대구광역시 수성구 만촌동,1172-1,1172,1,산장맨션,84.78,202306,16,"47,000",-,10,-,-,1990,교학로 111,20230626,중개거래,대구 수성구,-
49,대구광역시 수성구 만촌동,1172-1,1172,1,산장맨션,84.78,202306,16,"47,000",101,10,-,-,1990,교학로 111,-,중개거래,대구 수성구,23.08.28
50,대구광역시 수성구 만촌동,1356-3,1356,3,메트로팔레스1,134.98,202306,16,"57,000",103,13,-,-,2003,동원로 135,-,중개거래,대구 수성구,23.10.30
51,대구광역시 수성구 시지동,486,486,0,노변청구,59.99,202306,16,"27,500",105,9,-,-,1996,시지로 21,-,중개거래,대구 수성구,23.06.20
52,대구광역시 수성구 지산동,359-1,359,1,동서무학,84.92,202306,16,"19,000",101,17,-,-,1994,지산로14길 83,-,중개거래,대구 수성구,23.07.19
53,대구광역시 수성구 지산동,1270-1,1270,1,보성맨션,84.99,202306,16,"31,000",103,4,-,-,1991,지범로22길 10,-,중개거래,대구 수성구,23.07.21
54,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,84.9978,202306,16,"49,000",102,6,-,-,2020,지범로48길 21,-,중개거래,대구 수성구,23.10.24
55,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9899,202306,15,"60,000",102,21,-,-,2022,청솔로 16,-,직거래,-,24.02.05
56,대구광역시 수성구 범어동,Jun-88,88,6,범어청구하이츠,186,202306,15,"113,000",102,7,-,-,2000,청호로84안길 2,-,직거래,-,24.01.15
57,대구광역시 수성구 사월동,464,464,0,사월보성,59.97,202306,15,"20,050",105,12,-,-,1996,욱수천로 133,-,중개거래,대구 수성구,23.08.25
58,대구광역시 수성구 두산동,105,105,0,대우트럼프월드수성,114.4,202306,15,"89,000",C,38,-,-,2007,동대구로 59,-,중개거래,대구 수성구,23.07.28
59,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,110.6078,202306,15,"98,000",106,17,-,-,2010,동대구로 95,-,중개거래,대구 수성구,23.07.28
60,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,84.9218,202306,15,"138,000",105,17,-,-,2020,범어로18길 22,-,중개거래,대구 수성구,24.01.03
61,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,84.6009,202306,15,"55,500",102동,6,-,-,2020,희망로24길 24,-,중개거래,대구 동구 대구 수성구,23.08.14
62,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,84.9478,202306,15,"72,500",102동,13,-,-,2019,알파시티2로 48,-,중개거래,대구 수성구,23.08.29
63,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,134.8251,202306,15,"153,000",106,10,-,-,2009,달구벌대로 2435,-,중개거래,대구 수성구,23.11.30
64,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,143.7941,202306,15,"178,000",109,14,-,-,2009,달구벌대로 2435,-,중개거래,대구 수성구,23.11.30
65,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,77.6522,202306,15,"61,000",107,10,-,-,2020,지범로48길 21,-,중개거래,대구 수성구,23.06.26
66,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.974,202306,15,"54,000",105동,7,-,-,2021,수성로 185,-,중개거래,대구 수성구,23.08.11
67,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,84.974,202306,15,"93,500",103,20,-,-,2019,교학로 65,-,중개거래,대구 동구 대구 수성구,23.11.27
68,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,74.91,202306,15,"39,800",202,20,-,-,2003,동원로 123,-,중개거래,대구 수성구,23.10.04
69,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,176.33,202306,15,"88,000",-,5,-,-,2003,동원로 123,20230828,중개거래,대구 수성구,-
70,대구광역시 수성구 만촌동,868,868,0,한도,61.86,202306,15,"77,000",가,5,-,-,1985,교학로11길 43,-,중개거래,대구 수성구,23.06.23
71,대구광역시 수성구 범어동,475-6,475,6,범어태왕아너스,84.9389,202306,14,"50,500",102,18,-,-,2006,상록로 41,-,중개거래,대구 수성구,23.11.02
72,대구광역시 수성구 지산동,1272-3,1272,3,현대맨션,84.87,202306,14,"28,000",101,10,-,-,1991,지범로22길 20,-,중개거래,대구 수성구,23.08.07
73,대구광역시 수성구 시지동,41,41,0,시지월드메르디앙,71.6206,202306,14,"42,000",104,14,-,-,2009,천을로 70,-,중개거래,대구 동구 대구 수성구,23.10.31
74,대구광역시 수성구 수성동1가,112-7,112,7,수성그린타운,59.996,202306,14,"36,000",101,4,-,-,2005,달구벌대로458길 17,-,중개거래,대구 수성구,23.08.07
75,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,59.73,202306,14,"34,200",109,15,-,-,1997,교학로11길 46,-,중개거래,대구 수성구,23.07.10
76,대구광역시 수성구 만촌동,777,777,0,만촌우방타운2단지,84.98,202306,14,"52,200",205,13,-,-,1996,교학로11길 91,-,중개거래,대구 수성구,23.08.21
77,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,110.9656,202306,14,"95,000",102,29,-,-,2010,동대구로 95,-,중개거래,대구 수성구,23.10.06
78,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,84.993,202306,14,"83,350",101동,7,-,-,2019,상록로 15,-,중개거래,대구 수성구,23.10.17
79,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,127.2396,202306,13,"115,500",102,33,-,-,2010,동대구로 95,-,중개거래,대구 수성구,23.06.16
80,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,84.9746,202306,13,"69,700",106,7,-,-,2015,수성로69길 70,-,중개거래,대구 수성구,23.08.31
81,대구광역시 수성구 수성동1가,96-14,96,14,오성우방,59.985,202306,13,"25,500",101,19,-,-,1993,신천동로 380,-,중개거래,대구 수성구,23.07.13
82,대구광역시 수성구 범어동,2253,2253,0,빌리브범어,84.9692,202306,13,"120,000",104동,5,-,-,2019,청호로 418,-,중개거래,대구 수성구,23.11.01
83,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,49.21,202306,13,"23,400",110,16,-,-,1996,수성로 412,-,중개거래,대구 수성구,24.01.11
84,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,84.9218,202306,13,"135,000",101,5,-,-,2020,범어로18길 22,-,중개거래,대구 수성구,23.10.31
85,대구광역시 수성구 파동,1000,1000,0,수성아이파크,76.91,202306,13,"33,700",105동,10,-,-,2016,파동로22길 15,-,중개거래,대구 수성구,23.07.31
86,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,170.8551,202306,13,"207,000",102,28,-,-,2009,달구벌대로 2435,-,중개거래,대구 수성구,23.10.31
87,대구광역시 수성구 범어동,614-3,614,3,태왕유성하이빌,84.9686,202306,13,"61,000",태왕유성하이빌 102동,12,-,-,2003,동대구로 250,-,중개거래,대구 수성구,23.09.01
88,대구광역시 수성구 중동,650,650,0,수성골드클래스더센텀,84.6686,202306,13,"61,200",103동,22,-,-,2021,수성로 185,-,중개거래,대구 수성구,23.10.13
89,대구광역시 수성구 시지동,41,41,0,시지월드메르디앙,84.9996,202306,12,"54,700",105,16,-,-,2009,천을로 70,-,중개거래,대구 수성구,23.07.28
90,대구광역시 수성구 만촌동,1356-3,1356,3,메트로팔레스1,134.98,202306,12,"56,500",107,18,-,-,2003,동원로 135,-,중개거래,대구 수성구,23.08.03
91,대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,84.9562,202306,12,"42,000",108,11,-,-,2004,무열로 47,-,중개거래,대구 수성구,23.08.07
92,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,49.21,202306,12,"25,000",109,10,-,-,1996,수성로 412,-,직거래,-,23.06.15
93,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,59.88,202306,12,"15,000",213,5,-,-,1994,신매로 91,-,중개거래,대구 수성구,23.06.26
94,대구광역시 수성구 신매동,100,100,0,시지3태왕하이츠,73.444,202306,12,"28,900",102,2,-,-,2001,욱수천로 77,-,중개거래,대구 수성구,23.08.04
95,대구광역시 수성구 수성동1가,Jan-93,93,1,태왕하이츠리버뷰,118.0935,202306,12,"54,000",102,11,-,-,2004,달구벌대로454길 9,-,중개거래,대구 수성구,23.08.31
96,대구광역시 수성구 시지동,498,498,0,고산노변타운,59.75,202306,12,"22,900",101,9,-,-,1996,시지로 55,-,중개거래,대구 수성구,23.07.31
97,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,84.9218,202306,12,"96,000",105,17,-,-,2020,범어로18길 22,-,직거래,-,23.06.30
98,대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,84.9704,202306,12,"79,000",102,6,-,-,2016,동대구로55길 11,-,중개거래,대구 수성구,23.12.20
99,대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,92.9515,202306,12,"69,000",103,13,-,-,2013,동대구로 376,-,중개거래,-,23.12.14
100,대구광역시 수성구 범어동,2234,2234,0,범어에스케이뷰,84.9959,202306,12,"87,000",204,2,-,-,2009,범어로 73,-,중개거래,대구 수성구,23.11.02
101,대구광역시 수성구 범어동,2030,2030,0,래미안수성,126.0949,202306,12,"87,000",101,1,-,-,2008,상록로 69,-,중개거래,대구 수성구,23.10.27
102,대구광역시 수성구 범어동,614-3,614,3,태왕유성하이빌,84.9686,202306,12,"56,500",태왕유성하이빌 101동,4,-,-,2003,동대구로 250,-,중개거래,대구 수성구,23.08.30
103,대구광역시 수성구 황금동,Jan-99,99,1,태왕아너스,148.2876,202306,11,"194,000",101,20,-,-,2004,청호로 345,-,중개거래,대구 수성구,23.09.13
104,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202306,11,"60,000",109동,3,-,-,2015,들안로78길 45,-,중개거래,대구 수성구,23.10.04
105,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202306,11,"47,000",1510,10,-,-,2006,청수로 214,-,중개거래,대구 수성구,23.08.28
106,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202306,11,"60,000",-,3,-,-,2015,들안로78길 45,20230828,중개거래,대구 수성구,-
107,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,75.9897,202306,11,"73,900",109,6,-,-,2019,교학로 65,-,중개거래,대구 수성구,23.08.10
108,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,84.974,202306,11,"91,000",104,2,-,-,2019,교학로 65,-,중개거래,대구 수성구,23.11.20
109,대구광역시 수성구 범어동,2236,2236,0,범어풀비체,84.9019,202306,11,"84,000",101,1,-,-,2013,범어로 61,-,중개거래,대구 수성구,23.08.21
110,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,84.9478,202306,11,"71,900",102동,19,-,-,2019,알파시티2로 48,-,중개거래,대구 수성구,23.08.18
111,대구광역시 수성구 범어동,614-3,614,3,태왕유성하이빌,84.7735,202306,11,"60,000",태왕유성하이빌 101동,7,-,-,2003,동대구로 250,-,중개거래,대구 수성구,23.08.18
112,대구광역시 수성구 두산동,105,105,0,대우트럼프월드수성,84.7,202306,11,"61,300",F,33,-,-,2007,동대구로 59,-,중개거래,대구 수성구,23.08.22
113,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,84.97,202306,11,"47,000",-,10,-,-,2006,청수로 214,20230718,중개거래,대구 수성구,-
114,대구광역시 수성구 중동,551-1,551,1,서울중동(1-5동),50.06,202306,11,"24,000",다,1,-,-,1981,신천동로 216,-,중개거래,대구 수성구,23.09.11
115,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,75.458,202306,11,"63,000",101,9,-,-,2022,청솔로 16,-,중개거래,대구 수성구,23.07.31
116,대구광역시 수성구 범어동,2236,2236,0,범어풀비체,84.9019,202306,10,"87,000",101,8,-,-,2013,범어로 61,-,중개거래,대구 수성구,24.01.10
117,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9899,202306,10,"74,800",104,25,-,-,2022,청솔로 16,-,중개거래,대구 수성구,24.06.03
118,대구광역시 수성구 범어동,614-100,614,100,범어청구푸른마을,84.96,202306,10,"54,500",102,16,-,-,2000,동대구로 240,-,중개거래,대구 수성구,23.10.13
119,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,129.53,202306,10,"74,500",1109,6,-,-,2006,청수로 213,-,중개거래,대구 수성구,23.11.30
120,대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,60,202306,10,"26,500",101,13,-,-,1996,수성로 411,-,중개거래,대구 수성구,23.06.14
121,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,84.9094,202306,10,"69,000",105,3,-,-,2018,청수로 274,-,중개거래,대구 수성구,24.02.16
122,대구광역시 수성구 사월동,464,464,0,사월보성,84.99,202306,10,"29,500",106,16,-,-,1996,욱수천로 133,-,중개거래,대구 수성구,23.09.07
123,대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,84.95,202306,10,"40,000",102동,3,-,-,2018,달구벌대로669길 20-20,-,중개거래,대구 수성구,23.12.22
124,대구광역시 수성구 파동,53,53,0,수성못코오롱하늘채,84.9365,202306,10,"38,500",110,6,-,-,2013,파동로 222,-,중개거래,대구 수성구,23.07.07
125,대구광역시 수성구 매호동,721-1,721,1,매호청구하이츠빌,60,202306,10,"20,000",101,20,-,-,2000,천을로23길 26,-,중개거래,대구 수성구,23.07.21
126,대구광역시 수성구 사월동,650,650,0,시지3차서한이다음,84.95,202306,10,"43,500",104동,14,-,-,2018,달구벌대로669길 20-20,-,중개거래,대구 수성구,24.01.26
127,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,123.9659,202306,10,"146,000",101,11,-,-,2019,교학로 65,-,중개거래,대구 수성구,24.01.30
128,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9652,202306,10,"69,500",101,7,-,-,2022,청솔로 16,-,중개거래,대구 수성구,23.07.28
129,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,110.6088,202306,10,"92,000",106,26,-,-,2010,동대구로 95,-,중개거래,대구 수성구,23.07.31
130,대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,71.88,202306,10,"20,900",101,10,-,-,1992,용학로 272,-,중개거래,대구 수성구,23.07.24
131,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,84.9899,202306,10,"74,800",-,25,-,-,2022,청솔로 16,20230615,중개거래,대구 수성구,-
132,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,84.9971,202306,9,"56,500",103동,7,-,-,2020,희망로24길 24,-,중개거래,대구 달성군 대구 수성구,23.09.26
133,대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,117.629,202306,9,"66,500",101,13,-,-,2004,무열로 47,-,중개거래,대구 수성구,23.09.05
134,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,59.88,202306,9,"21,000",211,7,-,-,1994,신매로 91,-,직거래,-,23.06.09
135,대구광역시 수성구 범어동,341,341,0,범어목련,59.43,202306,9,"58,000",5,5,-,-,1987,청호로 340,-,중개거래,대구 수성구,23.09.15
136,대구광역시 수성구 범어동,88,88,0,우방청솔맨션,59.94,202306,9,"43,500",101,16,-,-,1994,청호로 422,-,중개거래,대구 수성구,23.08.24
137,대구광역시 수성구 수성동1가,112-7,112,7,수성그린타운,84.9287,202306,9,"45,000",102,14,-,-,2005,달구벌대로458길 17,-,직거래,-,23.07.03
138,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,84.9978,202306,9,"52,000",105,12,-,-,2020,지범로48길 21,-,중개거래,대구 수성구,23.07.19
139,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202306,9,"66,000",107동,28,-,-,2015,들안로78길 45,-,중개거래,대구 동구 대구 수성구,23.09.22
140,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,84.9478,202306,9,"68,800",103동,17,-,-,2019,알파시티2로 48,-,중개거래,대구 수성구,23.08.23
141,대구광역시 수성구 지산동,1208,1208,0,청구호반맨션,84.98,202306,9,"24,500",101,9,-,-,1990,용학로46길 40,-,중개거래,대구 수성구,23.08.10
142,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,118.906,202306,9,"74,000",112,11,-,-,2009,수성로 71,-,중개거래,대구 수성구,23.10.31
143,대구광역시 수성구 지산동,1275,1275,0,지산한라타운,59.85,202306,8,"17,700",105,4,-,-,1991,지범로22길 9,-,중개거래,대구 수성구,23.07.31
144,대구광역시 수성구 범물동,1269,1269,0,범물영남,117.86,202306,8,"37,500",103,2,-,-,1992,용학로 316,-,중개거래,대구 수성구,23.08.08
145,대구광역시 수성구 사월동,325,325,0,대구시지푸르지오,90.2038,202306,8,"36,000",105,8,-,-,2006,달구벌대로661길 7,-,중개거래,대구 수성구,23.06.30
146,대구광역시 수성구 두산동,999,999,0,수성레이크푸르지오,84.9381,202306,8,"72,000",101동,17,-,-,2022,청수로24길 91,-,중개거래,대구 수성구,23.07.28
147,대구광역시 수성구 수성동4가,1115-16,1115,16,대림이편한세상,84.9327,202306,8,"46,000",108,16,-,-,2005,들안로73길 50-7,-,직거래,-,23.06.30
148,대구광역시 수성구 수성동3가,289,289,0,수성코오롱하늘채,127.0598,202306,8,"122,000",103,27,-,-,2009,들안로 300,-,중개거래,대구 수성구,23.08.17
149,대구광역시 수성구 중동,551-1,551,1,서울중동(1-5동),50.06,202306,8,"24,000",다,1,-,-,1981,신천동로 216,-,중개거래,대구 수성구,23.07.20
150,대구광역시 수성구 파동,153,153,0,대자연맨션1차,79.845,202306,8,"24,000",2,4,-,-,1987,파동로 120,-,직거래,-,23.07.10
151,대구광역시 수성구 범어동,1266,1266,0,수성태왕아너스,84.8438,202306,8,"39,000",102,11,-,-,2007,들안로77길 30,-,중개거래,대구 수성구,23.10.20
152,대구광역시 수성구 수성동1가,259-40,259,40,수성대백인터빌,59.9388,202306,8,"30,000",101,10,-,-,2003,수성로69길 14,-,중개거래,대구 수성구,23.07.10
153,대구광역시 수성구 지산동,359-1,359,1,동서무학,84.92,202306,8,"19,500",101,12,-,-,1994,지산로14길 83,-,중개거래,대구 수성구,23.07.27
154,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202306,7,"66,000",107동,12,-,-,2015,들안로78길 45,-,중개거래,대구 수성구,23.09.13
155,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,202306,7,"66,500",105동,12,-,-,2015,들안로78길 45,-,중개거래,대구 수성구,23.10.18
156,대구광역시 수성구 범어동,966-1,966,1,범어월드메르디앙웨스턴카운티,132.6887,202306,7,"92,500",204,10,-,-,2008,범어천로 200,-,중개거래,대구 수성구,23.08.31
157,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,84.98,202306,7,"42,700",109,3,-,-,1996,수성로 412,-,중개거래,대구 수성구,23.11.03
158,대구광역시 수성구 수성동1가,613,613,0,신세계타운,134.79,202306,7,"58,000",6,7,-,-,1989,신천동로 320,-,중개거래,대구 수성구,23.10.17
159,대구광역시 수성구 매호동,1077-1,1077,1,시지매호2동서,84.9,202306,7,"32,000",203,10,-,-,1999,달구벌대로641길 8,-,중개거래,대구 수성구,23.11.03
160,대구광역시 수성구 파동,53,53,0,수성못코오롱하늘채,84.9365,202306,7,"41,000",101,2,-,-,2013,파동로 222,-,중개거래,대구 수성구,23.06.09
